sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
"37","37화","RA-006","홈런 내기 성취와 팀 동기 전환","제이미 헨드릭스의 몸쪽 포심을 예상해 홈런을 확정하며 페냐와의 1천 달러 내기를 이긴다. 돈을 받는 대신 승리에는 듀라이거 맥주, 스윕에는 위스키를 걸어 개인 보상을 팀 전체의 놀이로 바꾸고, 마지막은 아직 승패가 아니라 공짜 고급 맥주에 들뜬 동료들의 기대다.","5","7","4","6","8","9","7","6","보상 범위=한 타석 홈런과 클럽하우스 전체의 경기 동기 층위; 제이미 헨드릭스의 몸쪽 포심을 예상해 홈런을 확정하며 페냐와의 1천 달러 내기를 이긴다. 돈을 받는 대신 승리에는 듀라이거 맥주, 스윕에는 위스키를 걸어 개인 보상을 팀 전체의 놀이로 바꾸고, 마지막은 아직 승패가 아니라 공짜 고급 맥주에 들뜬 동료들의 기대다."
"38","38화","RA-006","상대 버릇 포착과 멀티홈런 결산","로베르토 산타나가 스플리터 때 코를 만지는 버릇을 읽어 관중석의 아이에게 닿는 두 번째 홈런을 치고, 팀은 승리해 맥주를 지급받는다. 인터뷰와 술자리까지 결산한 뒤 윤주혁이 혼자 귀가하려는 순간 브라이언의 목소리가 끼어들어 경기 훅을 사적 관계 훅으로 바꾼다.","5","8","5","7","9","7","7","8","보상 범위=한 경기 멀티홈런·MVP와 팀 승리 층위; 로베르토 산타나가 스플리터 때 코를 만지는 버릇을 읽어 관중석의 아이에게 닿는 두 번째 홈런을 치고, 팀은 승리해 맥주를 지급받는다. 인터뷰와 술자리까지 결산한 뒤 윤주혁이 혼자 귀가하려는 순간 브라이언의 목소리가 끼어들어 경기 훅을 사적 관계 훅으로 바꾼다."
"39","39화","RA-006","사적 신뢰와 시리즈 화해 결산","브라이언의 약한 순간을 집에서 받아 준 뒤, 경기에서는 윤주혁의 볼넷이 모리스의 2점 홈런과 타선 연쇄 득점으로 이어진다. 마지막은 다음 시카고 경기 예고가 아니라 스윕 뒤 추신우에게 사과하고 서로 번호를 적은 포스트잇을 넣은 채 전용기에 오르는 화해의 여운이다.","3","7","2","5","6","10","8","6","보상 범위=클리블랜드 시리즈 스윕과 동료·한국인 선배 관계 층위; 브라이언의 약한 순간을 집에서 받아 준 뒤, 경기에서는 윤주혁의 볼넷이 모리스의 2점 홈런과 타선 연쇄 득점으로 이어진다. 마지막은 다음 시카고 경기 예고가 아니라 스윕 뒤 추신우에게 사과하고 서로 번호를 적은 포스트잇을 넣은 채 전용기에 오르는 화해의 여운이다."
"40","40화","RA-007","동료 성장 관찰과 새 구위 원리 제시","윤주혁은 모리스의 어깨가 빨리 열리는 문제를 알아도 신인이 가르치려 들지 않고 스스로 깨닫게 둔다. 뒤이어 화이트삭스전 준비가 시작되지만 이 화는 5회 피홈런까지 가지 않으며, 100마일 직선형 공보다 90마일대의 지저분한 포심을 타자들이 더 싫어하는 이유를 설명하는 중간에서 끊긴다.","3","4","4","9","3","7","4","4","보상 범위=동료의 자립을 지키는 관계와 다음 선발의 기술 준비 층위; 윤주혁은 모리스의 어깨가 빨리 열리는 문제를 알아도 신인이 가르치려 들지 않고 스스로 깨닫게 둔다. 뒤이어 화이트삭스전 준비가 시작되지만 이 화는 5회 피홈런까지 가지 않으며, 100마일 직선형 공보다 90마일대의 지저분한 포심을 타자들이 더 싫어하는 이유를 설명하는 중간에서 끊긴다."
"41","41화","RA-007","새 완급 실전 성공 뒤 피홈런 수 싸움","윤주혁은 92~93마일의 지저분한 포심과 99마일을 섞어 4회까지 1피안타로 막지만 폴 코너코에게 드문 밋밋한 공을 솔로포로 허용한다. 그레고리 마틴에게 패스트볼 사인을 일부러 거절하는 동작을 보여 체인지업을 믿게 만들고, 마지막은 마틴이 그 미끼를 물기로 선택한 순간에서 멈춘다.","7","6","8","8","8","4","6","5","보상 범위=한 선발 경기 초중반의 투구 패턴 검증 층위; 윤주혁은 92~93마일의 지저분한 포심과 99마일을 섞어 4회까지 1피안타로 막지만 폴 코너코에게 드문 밋밋한 공을 솔로포로 허용한다. 그레고리 마틴에게 패스트볼 사인을 일부러 거절하는 동작을 보여 체인지업을 믿게 만들고, 마지막은 마틴이 그 미끼를 물기로 선택한 순간에서 멈춘다."
"42","42화","RA-007","피홈런 복구와 호투 결산 대기","101마일 포심으로 마틴을 삼진 잡아 홈런 여파를 끊고 7이닝 1실점 11탈삼진 4피안타 무볼넷으로 마친다. 타선이 0점인 탓에 투타 겸업과 훈련 시간의 충돌을 고민하다 8회 2사 2루에서 모리스가 들어서며, 동점이나 승리는 아직 지급하지 않는다.","6","7","8","7","8","5","6","7","보상 범위=7이닝 1실점 선발 호투와 한 경기 패전 회피 기회 층위; 101마일 포심으로 마틴을 삼진 잡아 홈런 여파를 끊고 7이닝 1실점 11탈삼진 4피안타 무볼넷으로 마친다. 타선이 0점인 탓에 투타 겸업과 훈련 시간의 충돌을 고민하다 8회 2사 2루에서 모리스가 들어서며, 동점이나 승리는 아직 지급하지 않는다."
"43","43화","RA-007","동료가 지운 패전과 득점 지원 위기 재발","모리스의 동점타와 롱고리아의 적시타로 탬파가 4대2 승리를 거두어 윤주혁의 1실점 호투를 살린다. 그러나 텍사스전 첫 패와 5번째 볼티모어전 7회 무실점에도 타선이 0점을 내는 흐름이 이어지고, 화 말미는 윤주혁이 어제 10점 차 승리를 만든 타선이 자기 경기에서만 침묵한다고 답답해하는 데서 닫힌다.","6","6","3","6","7","7","7","6","보상 범위=화이트삭스전 패전 회피·팀 승리와 다음 두 선발의 득점 지원 층위; 모리스의 동점타와 롱고리아의 적시타로 탬파가 4대2 승리를 거두어 윤주혁의 1실점 호투를 살린다. 그러나 텍사스전 첫 패와 5번째 볼티모어전 7회 무실점에도 타선이 0점을 내는 흐름이 이어지고, 화 말미는 윤주혁이 어제 10점 차 승리를 만든 타선이 자기 경기에서만 침묵한다고 답답해하는 데서 닫힌다."
"44","44화","RA-007","투수가 완성한 원맨 경기 결산","7.2이닝 무실점 9탈삼진을 던진 뒤 다니엘 홀랜드 상대 대타를 자청해 유일한 득점인 솔로 홈런까지 친다. 1대0 승리와 MLB닷컴 화제를 모두 지급하고도 말미는 다음 기록을 부풀리지 않고, “혼자 야구하지?”라는 원정 팬의 야유를 윤주혁이 칭찬으로 받아치는 팬 장면에 머문다.","7","9","2","5","10","7","8","9","보상 범위=한 경기 결승 홈런·승리와 전국적 투타 스타 지위 층위; 7.2이닝 무실점 9탈삼진을 던진 뒤 다니엘 홀랜드 상대 대타를 자청해 유일한 득점인 솔로 홈런까지 친다. 1대0 승리와 MLB닷컴 화제를 모두 지급하고도 말미는 다음 기록을 부풀리지 않고, “혼자 야구하지?”라는 원정 팬의 야유를 윤주혁이 칭찬으로 받아치는 팬 장면에 머문다."
"45","45화","RA-007","강타선 기억을 조작하는 초반 전력투구","홈런 타자들이 즐비한 양키스를 상대로 97~101마일 포심을 초반부터 풀어 3이닝 동안 타순 전체를 제압한다. 하루 10구짜리 전력투구가 소진된 뒤 4회 데릭 지터가 같은 구속처럼 보여도 공의 힘이 떨어졌음을 알아채므로, 경기 보상보다 전략이 들킬 위험을 남긴다.","7","6","7","8","9","2","6","6","보상 범위=양키스전 초반 3이닝 주도권과 경기 운영 기술 층위; 홈런 타자들이 즐비한 양키스를 상대로 97~101마일 포심을 초반부터 풀어 3이닝 동안 타순 전체를 제압한다. 하루 10구짜리 전력투구가 소진된 뒤 4회 데릭 지터가 같은 구속처럼 보여도 공의 힘이 떨어졌음을 알아채므로, 경기 보상보다 전략이 들킬 위험을 남긴다."
"46","46화","RA-007","양키스 전략 완결과 다음 무기 공개","초반 강속구 기억을 이용한 체인지업으로 7이닝 2피안타 무실점 11탈삼진을 만들지만 타선과 불펜 때문에 3대0으로 진다. 회복력이 하루 전력투구 상한을 다시 생각하게 하고, 세 차례 선발과 올스타 휴식을 건너뛴 말미에는 플로리다 타자가 처음 보는 투심을 받은 순간만 제시한다.","5","6","6","8","8","3","6","6","보상 범위=양키스전 7이닝 무실점과 올스타 휴식 뒤 기술 진화 층위; 초반 강속구 기억을 이용한 체인지업으로 7이닝 2피안타 무실점 11탈삼진을 만들지만 타선과 불펜 때문에 3대0으로 진다. 회복력이 하루 전력투구 상한을 다시 생각하게 하고, 세 차례 선발과 올스타 휴식을 건너뛴 말미에는 플로리다 타자가 처음 보는 투심을 받은 순간만 제시한다."
"47","47화","RA-008","투심 실전 정착과 정규 투타 제안","새 투심으로 3회까지 퍼펙트를 이어가고 2사 만루 슬라이더를 3타점 2루타로 만들어 8대0, 시즌 5승을 거둔다. 다음 날 매든은 타선에 윤주혁이 필요하다고 공식 제안하고 선발 등판일 타격까지 허용하며, 마지막은 ‘실질적 클린업’인지 되묻는 답 직전이다.","6","9","5","7","10","5","7","9","보상 범위=한 경기 7.1이닝 무실점·3타점과 시즌 주전 보직 층위; 새 투심으로 3회까지 퍼펙트를 이어가고 2사 만루 슬라이더를 3타점 2루타로 만들어 8대0, 시즌 5승을 거둔다. 다음 날 매든은 타선에 윤주혁이 필요하다고 공식 제안하고 선발 등판일 타격까지 허용하며, 마지막은 ‘실질적 클린업’인지 되묻는 답 직전이다."
"48","48화","RA-008","정규 투타 겸업 개시와 다음 선발 교차","매든에게 다음 날부터 클린업 출전을 확정받고 곧 홈런으로 응답한다. 에인절스전 2사 만루에서 대니 머츠먼의 높은 공을 담장 쪽으로 보내지만 결과를 말하지 않은 채, 장면은 다음 토론토전 호세 바티스타가 윤주혁의 투심과 여유를 경계하는 세 번째 타석으로 넘어간다.","6","7","6","7","8","6","6","9","보상 범위=시즌 정규 클린업 보직과 서로 다른 두 경기의 결정적 승부 층위; 매든에게 다음 날부터 클린업 출전을 확정받고 곧 홈런으로 응답한다. 에인절스전 2사 만루에서 대니 머츠먼의 높은 공을 담장 쪽으로 보내지만 결과를 말하지 않은 채, 장면은 다음 토론토전 호세 바티스타가 윤주혁의 투심과 여유를 경계하는 세 번째 타석으로 넘어간다."
"49","49화","RA-008","투타 스타 성과 확장과 국내 목격 전환","앞선 만루 타구가 그랜드슬램으로 확인되고, 토론토에서는 바티스타를 비롯한 타선을 7.1이닝 무실점 12탈삼진으로 막아 13대0 승리를 만든다. 후반은 한국 식료품점 손님이 중계를 보며 윤주혁을 500년에 한 번 나올 재능이라 칭찬하고, 가게 주인이 캔커피 값을 받기 직전에 끊긴다.","5","9","4","6","9","5","7","9","보상 범위=에인절스전 그랜드슬램, 토론토전 선발승과 한국 팬층 확장 층위; 앞선 만루 타구가 그랜드슬램으로 확인되고, 토론토에서는 바티스타를 비롯한 타선을 7.1이닝 무실점 12탈삼진으로 막아 13대0 승리를 만든다. 후반은 한국 식료품점 손님이 중계를 보며 윤주혁을 500년에 한 번 나올 재능이라 칭찬하고, 가게 주인이 캔커피 값을 받기 직전에 끊긴다."
"50","50화","RA-008","아버지의 자부심과 구단 자산 계산","윤상현이 아들의 투런을 보며 “장하다, 우리 아들”이라 울고, 프리드먼은 홍보용 콜업을 마이너로 내리려던 계획이 이미 투타 성과 때문에 불가능해졌음을 계산한다. 말미는 양키스전 4대1 리드와 지구 선두 1경기 차를 확인한 단장이 시가를 태우는 안정된 전망이다.","3","8","3","9","4","9","9","9","보상 범위=미네소타전 시즌 7호 홈런, 가족 인정과 서비스타임·계약 가치 층위; 윤상현이 아들의 투런을 보며 “장하다, 우리 아들”이라 울고, 프리드먼은 홍보용 콜업을 마이너로 내리려던 계획이 이미 투타 성과 때문에 불가능해졌음을 계산한다. 말미는 양키스전 4대1 리드와 지구 선두 1경기 차를 확인한 단장이 시가를 태우는 안정된 전망이다."
"51","51화","RA-008","무사 만루 탈출과 자기 점검 축적","실책·빗맞은 안타·판정으로 만들어진 에인절스의 무사 만루를 삼진과 마쓰이 히데키 병살로 지워 팀의 12득점과 시즌 9승을 끌어낸다. 이후 세 선발의 피홈런을 기록별로 되짚고 자만하지 않는 피드백을 쌓으며, 마지막은 다음에 올 단 한 번의 기회를 놓치지 않겠다는 타격음이다.","8","8","5","7","10","7","8","8","보상 범위=한 경기 무사 만루 무실점·12대0 승리와 시즌 성장 습관 층위; 실책·빗맞은 안타·판정으로 만들어진 에인절스의 무사 만루를 삼진과 마쓰이 히데키 병살로 지워 팀의 12득점과 시즌 9승을 끌어낸다. 이후 세 선발의 피홈런을 기록별로 되짚고 자만하지 않는 피드백을 쌓으며, 마지막은 다음에 올 단 한 번의 기회를 놓치지 않겠다는 타격음이다."
"52","52화","RA-008","두 자릿수 승리 완결","롱고리아와 조브리스트의 홈런 지원에 윤주혁도 3점포를 보태고 미겔 카브레라를 삼진으로 잡는다. 100구 제한 때문에 완투는 포기하지만 9대0 승리로 시즌 10승을 확정하고 팬·동료의 축하를 받은 뒤 페냐와 브라이언이 다가오는 장면에서 멈춘다.","6","9","3","5","10","8","8","9","보상 범위=한 경기 3점 홈런과 신인 시즌 10승의 시즌 기록 층위; 롱고리아와 조브리스트의 홈런 지원에 윤주혁도 3점포를 보태고 미겔 카브레라를 삼진으로 잡는다. 100구 제한 때문에 완투는 포기하지만 9대0 승리로 시즌 10승을 확정하고 팬·동료의 축하를 받은 뒤 페냐와 브라이언이 다가오는 장면에서 멈춘다."
"53","53화","RA-008","10승 여진과 부상 복귀의 첫 타격","축하 파티가 10홈런 목표를 만들지만 훈련 중 발목 부상으로 15일 DL에 올라 팀 슬럼프를 지켜봐야 한다. 복귀 첫 볼티모어전 첫 타석에서 132미터 솔로포로 몸과 감각을 증명하되, 끝은 1점만으로는 흔들리는 제임스 실즈와 침체한 팀을 살리기 부족하다고 계산한다.","5","7","5","6","8","8","7","7","보상 범위=팀 전체의 10승 축하, 15일 부상 공백 뒤 시즌 9호 홈런 층위; 축하 파티가 10홈런 목표를 만들지만 훈련 중 발목 부상으로 15일 DL에 올라 팀 슬럼프를 지켜봐야 한다. 복귀 첫 볼티모어전 첫 타석에서 132미터 솔로포로 몸과 감각을 증명하되, 끝은 1점만으로는 흔들리는 제임스 실즈와 침체한 팀을 살리기 부족하다고 계산한다."
