sequence,visible_label,title,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"30","30화","법보다 주먹(완전판)! 30화","동철은 윤미정 앞에서 19대 벌을 모두 맞는다.","계절 압축으로 공부·연애·학교 개혁의 성과를 한꺼번에 보여준다.","수능에도 서울대 법대 소신 지원을 관철한다.","윤미정 수업을 받고 은희의 가요제 1등에 꽃다발을 건넨 뒤 교감이 된 학생주임과 진학 상담한다.","내신 3등급으로 서울대 법대가 어렵고 명득의 경찰대 지원도 무모하다는 현실적 장벽이 있다.","최문탁이 인수한 뒤 급식·교사가 좋아지고 학생주임은 교감, 윤미정은 영어 교사로 자리한다.","은희와 공개 커플로 인정받고 동철은 포기하지 않는 소신 지원을 택한다.","지위","동철은 학교 폭군에서 서울대를 노리는 3등급 학생이자 공개 연인으로 완전히 재명명된다.","명득도 경찰대 아니면 대학에 안 간다고 맞서 두 친구가 ‘사이코’ 취급을 받는다.","학교 개혁; 가요제 1등","수능; 서울대·경찰대 진학","서울대 아니면 안 간다","high"
"31","31화","법보다 주먹(완전판)! 31화","수능 전날까지 동철과 명득은 각각 서울대 법대·경찰대를 고집한다.","준비한 자가 미달이라는 우연을 붙잡아 기적으로 바꾸는 입시 보상을 준다.","수능과 특례 면접을 넘어 서울대 입학권을 얻는다.","수능에서 주관식을 풀어 다섯 문제만 틀리고 서울대 법대에 원서를 낸다.","내신 3등급과 66명의 수능 만점자 때문에 합격 가능성이 낮고 명득은 경찰대에 실패한다.","하향 지원 탓에 서울대 법대가 초유의 미달이 되어 교수들이 동철에게 별도 면접 기회를 주기로 한다.","동철은 서울대 면접 대상이 되고 학교에는 ‘준비된 자가 잡은 운’의 기적이 사회적으로 선포된다.","지위","전교 꼴등이 서울대 법대 유력 지원자로 전국 뉴스와 학교의 기대를 받는다.","명득은 재수를 택하고 동철은 면접에서 기적을 이어가야 한다.","수능 응시; 서울대 미달","서울대 면접; 명득 경찰대 재도전","서울대 법대 미달의 기적","high"
"32","32화","법보다 주먹(완전판)! 32화","서울대 면접을 앞둔 동철은 은희·가족과 작별 준비를 한다.","가족의 희생과 교정된 법 감각으로 대학 문턱에 선 감동을 지급한다.","면접관들에게 검사가 될 자격과 학업 가능성을 설득한다.","은희 아버지에게 책임을 약속하고 누나의 옥탑방 보증금을 받은 뒤 서울대 면접에서 장발장 사건 구형을 답한다.","가난한 피고인에 대한 연민과 법 집행자의 의무가 충돌하고 영어 실력이 의심받는다.","명득은 여전히 ‘붕어빵’ 동철을 노숙자 정보망으로 지켜보고 가족은 누나의 저축까지 내어 진학을 민다.","동철은 법대로 기소하되 집행유예를 구형하고 퇴근 후 술을 마시겠다는 인간적 검사상을 보여준다.","관계","누나와 부모가 동철의 서울 생활을 함께 떠받치고 은희 가족도 공식 교제를 인정한다.","여교수가 미미한 죄도 꼭 기소해야 하느냐고 재차 압박한다.","가족 진학 지원","면접 합격; 영어 검증; 명득의 붕어빵 감시","장발장을 구형하는 검사","high"
"33","33화","법보다 주먹(완전판)! 33화","서울대 교수 다섯 명이 동철의 법 감각과 영어를 끝까지 시험한다.","무모한 노력의 결실인 서울대 합격과 고교 졸업을 크게 결산한다.","면접을 통과하고 은희와 함께 서울 생활을 시작한다.","기소권 원칙을 답하고 서툰 영어 문제까지 돌파해 합격한 뒤 졸업식에서 학생주임에게 큰절한다.","서울 장거리 연애가 깨질 수 있어 동철·명득은 은희·미선에게 동거라는 당돌한 제안을 해야 한다.","‘노루 점프’ 영어에도 교수들이 노력과 가능성을 인정해 동철을 합격시키고 학교는 최초 서울대 법대 플래카드를 건다.","중졸로 끝났던 전생과 달리 빛나는 졸업장과 서울대 법대생 신분을 얻는다.","지위","고교 중퇴 예정자였던 동철이 마산의 아들이자 서울대 법대 신입생이 된다.","네 사람은 부모 몰래 헤쳐 모여 서울에서 함께 살 음모를 품고 떠난다.","서울대 합격; 고교 졸업","서울 동거; 명득의 경찰대 재수; 검사 진학","노루 점프 합격과 빛나는 졸업장","high"
"34","34화","법보다 주먹(완전판)! 34화","졸업한 네 사람은 서울 영등포에서 따로인 척 함께 살 집을 구한다.","상경의 낭만을 곰팡이 반지하와 옥탑방 생활 코미디로 구체화한다.","적은 돈으로 두 커플의 거처를 마련한다.","조선족이 많고 개차반이 있다는 다세대주택을 계약하고 사다리타기로 방을 나눈다.","예산이 적어 반지하·옥탑 외 선택지가 없고 동거 사실을 부모에게 숨겨야 한다.","명득·미선은 옥탑, 동철·은희는 반지하에 살게 되어 연애가 실제 공동생활로 바뀐다.","네 사람은 서울 정착의 첫 기반을 얻고 부모가 아는 ‘따로’를 지킨다.","관계","고교 커플들이 장거리 대신 같은 건물의 동거 동료가 된다.","복덕방이 경고한 ‘개차반’과 열악한 집이 새 생활 비용으로 남는다.","서울 자취방 계약","개차반 이웃; 대학 생활; 동거 갈등","영등포 반지하와 옥탑방","high"
"35","35화","법보다 주먹(완전판)! 35화","동철과 은희는 곰팡이·바퀴벌레 가득한 반지하에서 첫밤을 맞는다.","성인 연인의 긴장과 절제를 생활 밀착 보상으로 천천히 지급한다.","은희를 안심시키며 동거 첫날의 선을 지킨다.","약을 사 오고 옥상에서 명득과 서로의 브레이크를 이야기한 뒤 은희 이불로 들어간다.","열악한 집과 성적 긴장 속에서 은희를 함부로 대하지 않으려는 책임이 동철을 붙든다.","은희도 동철의 절제를 시험하고 만족하며 두 사람 모두 관계 진전을 원함이 드러난다.","두 사람은 같은 이불에서 손만 잡고 자며 신뢰와 기대를 함께 얻는다.","관계","연애가 동거로 깊어지되 동철의 자제가 은희의 신뢰를 강화한다.","하루씩 더 뜨거워질 동거와 옥상에서 본 서울 달동네 생활이 열린다.","동거 첫날","생활비; 관계 진전; 이웃 문제","손만 잡은 반지하 첫밤","high"
"36","36화","법보다 주먹(완전판)! 36화","동거 3주 만에 동철과 명득은 여자친구들의 생활 간섭에 지친다.","서울대 새내기 생활과 질투·보호 욕망을 교차시킨다.","은희를 학교에 보내고 자기 대학 생활을 시작한다.","은희를 지하철에 태운 뒤 명득과 대화하고 서울대 영어회화 동아리 면접에 간다.","두 연인의 학교 방향이 반대이고 은희 주변 남자들을 걱정해 종일 붙어 있을 수 없다.","명득은 재수생이면서도 몰래 동철을 지켜보고 필요할 때 개입하려는 태도를 보인다.","동철은 서울대생으로 첫 동아리 문턱에 서고 독립 생활의 리듬을 시작한다.","관계","동철·은희는 붙어 사는 연인에서 각자의 학교를 가져야 하는 성인 관계로 시험받는다.","면접관들이 뚱뚱한 여성 지원자를 외모로 배제하는 갑질을 동철이 목격한다.","서울 정착","동아리 갑질; 은희 학교의 위험","서울대 동아리 면접","high"
"37","37화","법보다 주먹(완전판)! 37화","영어 동아리 면접관들이 외모와 집안을 기준으로 지원자를 깎아내린다.","대학의 말과 지식으로 행하는 폭력도 동철이 공개 응징한다.","면접 갑질을 지적하고 스스로의 존엄을 지킨다.","불합격을 각오하고 ‘갑질’ 개념을 설명하며 선배들에게 누가 진짜 깡패인지 일침을 놓고 나온다.","학연이 중요한 법대에서 선배들과 척지고 동아리 기회도 잃는다.","은희의 전문대에서는 문형근 교수가 그녀의 스케치를 빼앗고 성추행·작품 절도를 반복해 왔음이 드러난다.","뚱뚱한 지원자는 대리 발언을 얻고 동철은 지식 권력에도 굽히지 않는 평판을 만든다.","지위","동철은 순응하는 신입생 대신 법대 선배 갑질에 맞서는 꼴통으로 각인된다.","문형근이 은희 디자인을 자기 작품으로 쓰려 하고 동철은 아직 이를 모른다.","동아리 면접 갑질 폭로","문형근의 작품 절도; 법대 선배와의 갈등","말로 사람을 베는 깡패","high"
"38","38화","법보다 주먹(완전판)! 38화","동아리 면접을 박차고 나온 동철에게 법대 직속 선배 호출이 온다.","객기가 학벌 조직 속 든든한 형과 인맥으로 반전된다.","선배들의 의도를 확인하고 법대 생활의 보호망을 만든다.","옥상 술자리에서 최무성과 맞부딪친 뒤 솔직함과 깡을 인정받아 형·동생을 맺는다.","법조계 집안 천재 최무성을 잘못 건드리면 학교생활과 훗날 진로까지 막힐 수 있다.","카리스마 강한 최무성은 동철의 객기를 싫어하기보다 자기와 닮은 꼴통으로 받아들인다.","동철은 법조계 집안 출신의 유력 선배를 형으로 얻고 첫 대학 인맥을 만든다.","관계","최무성이 위압적인 선배에서 동철을 끌어줄 법대 형으로 바뀐다.","집에 돌아온 동철은 미선의 간호 실습 주사 대상이 된다.","법대 선배 호출","최무성 관계; 은희의 학교 문제","객기로 얻은 무성이 형","high"
"39","39화","법보다 주먹(완전판)! 39화","동철은 대학 강의와 네 사람의 옥탑 생활을 그럭저럭 버틴다.","일상 리듬 속 은희의 창작물이 도둑맞는 새 응징 약속을 점화한다.","은희의 패션쇼를 함께 보고 그녀가 받은 부당함을 확인한다.","법 강의에서 최무성과 논쟁하고 명득에게 사람을 자세히 보라는 조언을 들은 뒤 패션쇼에서 은희를 따라 무대로 간다.","동철은 법대 공부를 따라가기 벅차고 문형근은 교수 권위와 업계 인맥을 방패로 쓴다.","런웨이에 오른 디자인이 은희의 스케치이며 문형근이 자기 이름으로 발표했음이 공개된다.","은희는 관객과 모델이 있는 자리에서 자기 디자인을 돌려달라고 직접 맞선다.","관계","은희가 보호만 받는 인물에서 자기 작품을 공개적으로 주장하는 창작자로 선다.","문형근이 건방지다며 은희를 윽박질러 동철의 개입을 부른다.","서울대 초기 적응","은희 디자인 회수; 문형근 응징","패션쇼 무대 뒤의 도둑놈","high"
"40","40화","법보다 주먹(완전판)! 40화","은희는 패션쇼 뒤에서 문형근에게 디자인 반환을 요구한다.","교수 권력의 모욕을 사적인 추적·응징 계획으로 되돌린다.","은희를 달래고 문형근이 다시는 학생을 해치지 못하게 한다.","현장에서 문형근의 폭언을 막고 명득을 불러 3일 동안 동선을 미행한 뒤 철제 도구를 꺼낸다.","교수의 지위 때문에 공개 폭행은 은희 학업과 동철의 법대생 신분을 망칠 수 있다.","문형근이 작품 절도뿐 아니라 성추행을 반복하며 치질까지 앓는다는 약점과 생활 동선이 드러난다.","은희는 혼자가 아니며 동철·명득의 완벽한 파트너십이 다시 가동된다.","관계","동철과 명득이 고교 사건 해결조에서 서울의 권력형 악인을 사냥하는 팀으로 재결합한다.","주차장에서 동철이 철자를 들고 ‘제대로 조질’ 실행에 들어간다.","문형근 범행 확인과 미행","비밀 응징 방식; 은희 작품 반환","문형근 미행과 철제 도구","high"
"41","41화","법보다 주먹(완전판)! 41화","동철과 명득은 미행으로 문형근의 치질·불륜 동선을 파악했다.","교수의 욕망과 몸의 약점을 단계식 함정으로 응징한다.","문형근을 학교 밖으로 밀어내 마지막 증거 공작의 시간을 번다.","차 문을 따 도구를 설치하고 은희가 설사약 탄 바나나우유로 문형근을 공용 화장실에 몰아넣는다.","은희가 모욕을 참고 유혹하는 척해야 하며 들키면 절도·상해 공범이 된다.","문형근은 사과를 성적 거래 수락으로 오해하고 은희를 다시 추행해 죄를 추가한다.","동철 일행은 설사약과 잠긴 칸막이로 문형근을 유일한 덫 변기로 몰아넣는다.","능력","동철·명득의 싸움 방식이 즉흥 폭행에서 다단계 동선 설계로 확장된다.","랩 씌운 변기에 앉은 문형근이 뒤늦게 참사를 깨닫는다.","문형근 동선 확인","화장실 1단계; 차 2단계; 교수실 3단계","설사약과 투명 랩 변기","high"
