sequence,visible_label,start_line,end_line,status,fields_changed,evidence_lines,reason,before_after
227,227화,40733,40908,PASS,"",prev L40723~L40732; hard L40733~L40908; next L40909~L40918,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
228,228화,40909,41078,PASS,"",prev L40899~L40908; hard L40909~L41078; next L41079~L41088,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
229,229화,41079,41258,PASS,"",prev L41069~L41078; hard L41079~L41258; next L41259~L41268,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
230,230화,41259,41447,EDIT,ending_hook;opened_loops,prev L41249~L41258; hard L41259~L41447; next L41448~L41457,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다. [MANAGER_FOLLOWUP] 시작 SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8와 현재 화 hard line을 대조해 11개 narrative field 중 2개를 교정했다.,[MANAGER_FOLLOWUP] ending_hook=[태우가 실제 4조 원으로 낙찰됐다는 통보가 현재자동차 회장실에 들어온다] => [한전 부지 입찰 승리가 확인된 뒤 실제 낙찰가와 장경준의 반응은 어떻게 드러날 것인가?] || opened_loops=[4조 낙찰·공군 인허가] => [한전 부지 실제 낙찰가; 공군 인허가] || [MANAGER_FOLLOWUP] ending_hook=[태우가 실제 4조 원으로 낙찰됐다는 통보가 현재자동차 회장실에 들어온다] => [한전 부지 입찰 승리가 확인된 뒤 실제 낙찰가와 장경준의 반응은 어떻게 드러날 것인가?] || opened_loops=[4조 낙찰·공군 인허가] => [한전 부지 실제 낙찰가; 공군 인허가]
231,231화,41448,41625,PASS,"",prev L41438~L41447; hard L41448~L41625; next L41626~L41635,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
232,232화,41626,41796,EDIT,paid_reward;state_change;ending_hook;closed_loops;opened_loops,prev L41616~L41625; hard L41626~L41796; next L41797~L41806,미국의 비공개 반입 확답은 현재 화에 지급되지만 러시아 구매 계약은 아직 체결 전이다. 두 상태를 paid_reward·state_change·closed_loops에서 분리했다.,"paid_reward=[러시아 구매 계약과 공군 활주로 이전·초고층 협조 약속을 얻는다] => [러시아 측의 1억3천만 달러 구매 추진선과 미국의 비밀 반입 확답, 공군 활주로 이전 협조 조건을 얻는다.] || state_change=[건축 규제 협상이 미·러가 모두 허용한 실제 전투기 이전 계약으로 진전된다] => [건축 규제 협상이 미국의 비공개 반입 허가와 러시아 계약을 추진할 외교 경로로 진전되지만 전투기 구매 계약은 아직 체결 전이다.] || ending_hook=[미국 대사가 최종 묵인 의사와 부시의 감사 메시지를 직접 전하러 온다] => [미국의 비밀 반입 확답을 받은 데이비드가 러시아에서 세 전투기 계약을 실제로 마칠 수 있는가?] || closed_loops=[공군 전투기 교환안] => [공군 전투기 교환안; 미국의 비공개 반입 확답] || opened_loops=[미국 묵인·수호이 도착] => [러시아 전투기 구매 계약과 실제 반입]"
233,233화,41797,41960,EDIT,ending_hook;opened_loops,prev L41787~L41796; hard L41797~L41960; next L41961~L41970,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[조립된 세 대 가운데 러시아가 보낸 예상 밖 기체의 정체를 확인해야 한다] => [러시아에서 온 세 대 가운데 이호 장군이 호들갑을 떨 만큼 예상 밖인 실험기의 정체는 무엇인가?] || opened_loops=[Su-47 확인·전국 모빌리티] => [예상 밖 실험기; 전국 모빌리티 사업]
234,234화,41961,42135,PASS,"",prev L41951~L41960; hard L41961~L42135; next L42136~L42145,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
235,235화,42136,42292,EDIT,ending_hook;opened_loops,prev L42126~L42135; hard L42136~L42292; next L42293~L42302,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[완성된 글로벌 동영상 플랫폼의 이름과 출시 연합을 정해야 한다] => [머스크가 10년 지원과 추가 인력 아래 로켓·전기차 약속을 실제 성공으로 바꿀 수 있는가?] || opened_loops=[스페이스X 성장·위튜브 출시] => [스페이스X 발사; 테슬라 전기차; 10년 장기 투자]
236,236화,42293,42483,EDIT,ending_hook;opened_loops,prev L42283~L42292; hard L42293~L42483; next L42484~L42493,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[귀국하자 김태중이 샤롯 부지 초고층 허가를 받아 신사옥 건설을 맡겠다고 한다] => [김태중이 한발 뒤에서 지원하겠다고 하자 민재는 아직 물러날 때가 아니라며 더 도와달라고 붙든다.] || opened_loops=[위튜브 출시·신사옥 착공] => [위튜브 글로벌 출시; 2005년 신규 사업; 김태중 은퇴 시점]
237,237화,42484,42648,EDIT,ending_hook;opened_loops,prev L42474~L42483; hard L42484~L42648; next L42649~L42658,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[금융·문화·교육 서비스 중 태우엔터를 실제 성장축으로 만들어야 한다] => [반도체 5배 증설과 세계 최고 목표에 불만인 사장들이 실제 성과가 나오면 따라올 것인가?] || opened_loops=[반도체 증설·몽골 자원·문화사업] => [반도체 증설; 몽골 자원; 사장단 설득]
238,238화,42649,42803,EDIT,ending_hook;opened_loops,prev L42639~L42648; hard L42649~L42803; next L42804~L42813,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[봉호준 이후 아직 저평가된 드라마 작가들을 장기 계약으로 묶는다] => [봉호준의 다음 두 작품과 이후 우선협상권이 태우엔터의 세계무대 약속을 증명할 수 있는가?] || opened_loops=[작가 선점·전국 오디션] => [봉호준 차기작; 태우엔터 제작]
239,239화,42804,42963,PASS,"",prev L42794~L42803; hard L42804~L42963; next L42964~L42973,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
240,240화,42964,43132,PASS,"",prev L42954~L42963; hard L42964~L43132; next L43133~L43142,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
241,241화,43133,43290,PASS,"",prev L43123~L43132; hard L43133~L43290; next L43291~L43300,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
242,242화,43291,43450,EDIT,ending_hook;opened_loops,prev L43281~L43290; hard L43291~L43450; next L43451~L43460,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[SG엔터가 태우 소속 가수 네 명에게 접근해 계약 해지를 부추긴다] => [팰컨1 실패 뒤 다시 성공을 맹세한 머스크가 장기 지원을 실제 발사 성공으로 갚을 수 있는가?] || opened_loops=[가수 이탈·스페이스X 재도전] => [스페이스X 재발사; 음반 톱10 프로젝트]
243,243화,43451,43611,EDIT,ending_hook;opened_loops;turn_or_reveal;paid_reward,prev L43441~L43450; hard L43451~L43611; next L43612~L43621,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다. [MANAGER_FOLLOWUP] 시작 SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8와 현재 화 hard line을 대조해 11개 narrative field 중 3개를 교정했다.,ending_hook=[강수기 뒤의 중국 삼합회가 태우를 실제로 건드렸는지 확인해야 한다] => [강수기와 직접 만나 그가 믿는 뒷배의 정체와 자신감을 확인할 수 있는가?] || opened_loops=[SG엔터·양지파 배후 조사] => [강수기 면담; SG·양지파의 배후] || [MANAGER_FOLLOWUP] turn_or_reveal=[강수기가 과거 조폭 소탕 명단에 있었고 SG 지분·양지파 관계까지 이어진다는 단서가 나온다] => [강수기가 과거 조폭 소탕 명단에 있었고 SG엔터 지분과 조직폭력 배후가 이어진다는 단서가 나온다.] || paid_reward=[이적 분쟁의 핵심 상대를 강수기와 양지파로 좁히고 비공개 대응팀을 세운다] => [이적 분쟁의 핵심 상대를 강수기와 정체를 숨긴 조직폭력 배후로 좁히고 비공개 대응팀을 세운다.] || opened_loops=[강수기 면담; SG·양지파의 배후] => [강수기 면담; SG엔터의 조직폭력 배후]
244,244화,43612,43785,EDIT,ending_hook;opened_loops,prev L43602~L43611; hard L43612~L43785; next L43786~L43795,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[쩡칭훙에게 흑사회의 한국 개입을 말해 실제 진압을 요청해야 한다] => [몽골 사업 지분과 지원을 약속한 쩡칭훙에게 SG 배후의 한국 개입까지 어디까지 꺼낼 것인가?] || opened_loops=[중국 정부의 흑사회 정리] => [몽골 사업; SG 배후 대응]
245,245화,43786,43943,EDIT,ending_hook;opened_loops,prev L43776~L43785; hard L43786~L43943; next L43944~L43953,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[양지파 제압과 SG 검찰 투서가 약속한 시간 안에 실제로 벌어질지 남는다] => [모든 지원이 끊긴 강수기가 마지막으로 믿을 사람인 민재를 찾아 명동으로 향한다.] || opened_loops=[양지파·SG 붕괴] => [강수기와의 최종 협상; SG·양지파 결산]
246,246화,43944,44097,EDIT,ending_hook;opened_loops,prev L43934~L43943; hard L43944~L44097; next L44098~L44107,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[미국 주택 거품·테슬라·AOS 게임과 지방선거라는 새 장르가 열린다] => [강수기에게 주입한 희망고문이 10년 수감 동안 반격을 막을 수 있는가?] || opened_loops=[SG 가수 흡수·강수기 장기수감] => [SG 가수 흡수; 강수기 장기 수감]
247,247화,44098,44251,EDIT,ending_hook;opened_loops,prev L44088~L44097; hard L44098~L44251; next L44252~L44261,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[행정기관 이전 합의 뒤 최재석이 경기도지사 출마와 선거자금 문제를 들고 온다] => [40·20·40 지분 계약을 맺은 다섯 개발자가 AOS를 독립 장르의 게임으로 완성할 수 있는가?] || opened_loops=[AOS 개발·지방선거 자금] => [AOS 개발; 서브프라임·테슬라 후속]
248,248화,44252,44405,EDIT,ending_hook;opened_loops,prev L44242~L44251; hard L44252~L44405; next L44406~L44415,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[천민정이 펀딩 시스템을 실제로 만들고 자율주행 연구의 현재 수준도 보고한다] => [태우가 만들어주기로 한 선거펀딩 시스템이 시민 자금으로 국민경제당의 청렴 선거를 실제 굴릴 수 있는가?] || opened_loops=[선거 크라우드펀딩·경기도지사 도전] => [국민경제당 선거펀딩 시스템; 지방선거]
249,249화,44406,44567,PASS,"",prev L44396~L44405; hard L44406~L44567; next L44568~L44577,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
250,250화,44568,44721,EDIT,ending_hook;opened_loops,prev L44558~L44567; hard L44568~L44721; next L44722~L44731,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[7% 뒤진 최재석을 당선시키려면 대형 공장 유치와 전기차 공개 같은 정책 이슈가 더 필요하다] => [최재석의 7퍼센트 열세를 뒤집을 경기도 전체 대형 이슈 여러 개는 무엇인가?] || opened_loops=[경기도지사 역전·지방선거] => [경기도지사 역전; 대형 정책 이슈]
