sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
89,89화,DCA-N07,N07·카이자동차 51%와 카를로스 곤 독립경영,5,8,8,0.24,0.17,0.20,0.06,0.33,카이차 지분 51퍼센트를 인수하고 별도 브랜드·내부경쟁 원칙을 정해 소유권과 조직 설계가 앞선다.,L16348~L16547
90,90화,DCA-N07,N07·카이자동차 51%와 카를로스 곤 독립경영,5,8,7,0.19,0.18,0.42,0.11,0.10,카를로스 곤에게 전권을 주어 사장으로 세운 뒤 김태중에게 직접 소개한다. 세계급 경영자를 데려오는 결정과 새 총수의 승인이 한 자리에서 맞물린다.,L16548~L16721
91,91화,DCA-N07B,N07B·CL 카드·백화점과 통신·배터리 빅딜,6,5,7,0.29,0.20,0.38,0.08,0.05,고연진에게 장녀 승계를 부추기고 아이돌 팬덤 후원을 지시해 CL 내부 관계 조작과 시장 정보가 길다.,L16722~L16900
92,92화,DCA-N07B,N07B·CL 카드·백화점과 통신·배터리 빅딜,6,7,7,0.25,0.28,0.22,0.06,0.19,백화점·카드와 배터리·통신 교환을 설계하고 30초 광고로 가입을 폭주시켜 거래 행동과 현금 유입이 앞선다.,L16901~L17076
93,93화,DCA-N07B,N07B·CL 카드·백화점과 통신·배터리 빅딜,6,8,7,0.17,0.27,0.26,0.06,0.24,애국펀드 3조 원을 만든 뒤 일부러 매각설을 흘려 CL이 먼저 협상장에 오게 한다. 현금을 쌓는 준비가 상대의 방문과 조건 제시로 바뀌면서 인수전의 주도권을 잡는다.,L17077~L17271
94,94화,DCA-N07B,N07B·CL 카드·백화점과 통신·배터리 빅딜,6,8,8,0.23,0.21,0.34,0.06,0.16,고승택에게 카드·백화점과 통신·배터리를 맞바꾸고 현재그룹을 견제할 이익까지 제시한다. 계열사 목록을 주고받는 대화가 서로의 적을 이용하는 재벌 동맹으로 굳어진다.,L17272~L17445
95,95화,DCA-N07B,N07B·CL 카드·백화점과 통신·배터리 빅딜,5,7,5,0.20,0.18,0.27,0.06,0.29,스타벅스 50대50 독점권을 닫은 뒤 태우전자 성장과 태우건설 부진을 같은 표에서 결산한다. 유통권 획득의 단맛을 계열사 격차가 바로 눌러 다음 구조조정 질문을 남긴다.,L17446~L17615
96,96화,DCA-N07C,N07C·9호선·거가대교 40년 민자 운영권,6,5,8,0.35,0.18,0.20,0.06,0.21,장수영의 자금 부족 설명에서 출발해 SAVE와 퀀텀이 공사비 7퍼센트를 내고 장기 운영권을 노리는 민자 구조를 한 항목씩 맞춘다. 월가의 퀀텀 이름을 방패로 세우는 계산까지만 나오며 어떤 인프라 사업을 맡을지는 다음 화 협상에서 정해진다.,L17616~L17784
97,97화,DCA-N07C,N07C·9호선·거가대교 40년 민자 운영권,6,8,7,0.17,0.28,0.18,0.06,0.31,"조지가 퀀텀 이름·지분 7% 참여를 수락한 뒤 정부와 9호선 3조5천억 원, 컨소시엄 9천억 원, 30년 MRG·요금결정·운영 계약에 실제 날인한다. 태우건설 주 시공·9호선 확장 변경과 거가대교 1조9천억 원 전액투자·40년 운영은 이제 협상할 안이므로 두 사업을 함께 수주한 보상으로 올리지 않는다.",L17785~L17953
98,98화,DCA-N08,N08·태우통신 HTS·게임 플랫폼,5,8,5,0.25,0.19,0.30,0.06,0.20,건설 수주를 사장단에 공개하고 한 달 만에 통신 3사를 합병해 조직 관계와 시장 지위가 앞선다.,L17954~L18127
99,99화,DCA-N08,N08·태우통신 HTS·게임 플랫폼,5,7,7,0.28,0.23,0.18,0.05,0.26,밸캐나다 전환사채를 확보하고 HTS를 완성해 기술·지분 정보와 다음 게임 유통 자산에 체류한다.,L18128~L18314
100,100화,DCA-N08,N08·태우통신 HTS·게임 플랫폼,6,8,8,0.24,0.24,0.24,0.05,0.23,MC소프트에 100억 원을 투자하고 5천 게임 ESD를 출시해 계약·플랫폼 행동·독점 자산이 균형을 이룬다.,L18315~L18491
101,101화,DCA-N08,N08·태우통신 HTS·게임 플랫폼,6,7,8,0.18,0.21,0.29,0.18,0.14,게임 쿠폰·가입자 보상 뒤 이선일 장례에서 이영한을 만나므로 관계·감정이 솟고 후반 브리지 훅이 가장 높다.,L18492~L18661
102,102화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,6,5,7,0.34,0.26,0.27,0.08,0.05,일본계 자금과 이영한 주변을 추적하도록 강 반장을 별도로 움직인다. 공식 조직 밖에서 신뢰할 사람 한 명에게 정보선을 맡기는 조용한 준비가 이후 충돌의 토대를 만든다.,L18662~L18838
103,103화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,7,5,8,0.43,0.16,0.19,0.13,0.09,도주 의사와 사망 직전 100억 원대 상속을 추적하며 곰 죽음의 의혹 정보에 오래 머문다.,L18839~L19009
104,104화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,8,6,9,0.36,0.25,0.24,0.10,0.05,의사 진술로 박광도의 강요와 박 팀 배신을 한꺼번에 확인해 폭로 정보와 추적 긴장이 높다.,L19010~L19211
105,105화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,7,7,6,0.23,0.19,0.38,0.10,0.10,이영한의 오만이 위장이었다는 속내를 듣고 10조 원 금리전을 맡긴다. 시험하던 관계가 실제 자금을 움직이는 후계 동맹으로 바뀌어 명동 승계의 무게가 생긴다.,L19212~L19368
106,106화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,5,6,6,0.37,0.19,0.24,0.05,0.15,명동을 다이먼에게 맡긴 뒤 셋톱박스·IPTV·OTT·영화유통을 한 화면에 놓는다. 서비스 하나를 고르는 대신 콘텐츠가 안방까지 흐르는 통로 전체를 설계하는 데 시간을 쓴다.,L19369~L19527
107,107화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,5,8,5,0.22,0.18,0.18,0.04,0.38,고평가 IT 주식으로 블리자드 100퍼센트와 아이폰 특허 100건 이상을 사 자산 보상이 회차를 이끈다.,L19528~L19714
108,108화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,8,5,8,0.33,0.27,0.26,0.10,0.04,이준수 일당의 야쿠자 동원을 포착하자 경호원 200명을 즉시 배치한다. 위협의 실체를 읽는 순간 인원과 위치가 움직여 정보전이 물리적 방어로 전환된다.,L19715~L19880
109,109화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,9,7,8,0.18,0.39,0.27,0.10,0.06,경찰·검찰·특수부대·국세청을 동시에 움직여 오성파 재산을 치고 명동 원로 셋을 끌어들인다. 여러 기관과 세대가 한 시각에 움직여 사채판의 세력교체를 실행한다.,L19881~L20080
110,110화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,9,8,9,0.15,0.34,0.32,0.13,0.06,야쿠자 습격을 버틴 이영한을 원로 앞에 세워 공식 후계 승인을 받아 행동·관계 보상이 절정이다.,L20081~L20250
111,111화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,6,8,6,0.19,0.22,0.29,0.08,0.22,이영한의 명동 70퍼센트 장악과 e스포츠 협회 출범이 약속 결산·플랫폼 확장을 함께 지급한다.,L20251~L20420
112,112화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,5,7,5,0.29,0.17,0.17,0.05,0.32,KS보다 5퍼센트 앞선 통신 1위와 태우IT 가치를 반도체·배터리 투자재원으로 묶는다. 순위 자랑보다 번 돈을 다음 산업의 체력으로 돌리는 계산이 회차를 채운다.,L20421~L20584
113,113화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,6,6,9,0.27,0.20,0.37,0.07,0.09,엔화·금리 양면 공격을 정하고 모델하우스에서 트럼프를 맞아 금융 전략과 새 인맥 관계가 앞선다.,L20585~L20769
114,114화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,7,6,8,0.29,0.29,0.20,0.08,0.14,셋톱박스·인터넷TV를 무료 보급하고 LCD 공급을 나누자 관료·통신사가 규제를 모의해 정보와 실행 압박이 높다.,L20770~L20949
115,115화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,7,7,6,0.20,0.29,0.33,0.09,0.09,유해론 시위에 강민 영입과 저가 강의로 맞선다. 거리의 비난을 교육상품과 새 강사의 얼굴로 되받아 여론전의 방향을 바꾼다.,L20950~L21122
116,116화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,5,8,5,0.24,0.18,0.15,0.05,0.38,온라인 강의를 수익사업으로 만들면서 대부업 파생상품에서 400억~800억 달러를 회수할 가능성을 점검한다. 작은 교육사업의 현금흐름과 훨씬 큰 금융판이 한 자리에서 연결된다.,L21123~L21297
117,117화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,5,5,6,0.34,0.12,0.31,0.16,0.07,김태중의 결혼 압박과 현 그룹 여섯 아들 분할을 함께 분석해 가족 관계·승계 정보에 머문다.,L21298~L21474
118,118화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,6,7,6,0.24,0.19,0.38,0.06,0.13,장경준·장영준과 선총수·현건설·반도체를 맞바꾸는 계약을 맺는다. 후계자끼리의 대화가 각 가문의 지배권과 산업자산을 교환하는 동맹으로 굳어진다.,L21475~L21647
119,119화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,5,6,7,0.36,0.17,0.17,0.04,0.26,현 반도체 인수 준비와 40~50퍼센트 급락한 IT 종목 재매수 시점을 잡아 시장 정보·자산 판단이 앞선다.,L21648~L21825
120,120화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,7,8,6,0.20,0.27,0.19,0.05,0.29,일본계 자산 압류와 IT 지분 재매수·파생 1.5배 재판매를 병행해 금융 행동과 자산 보상이 높다.,L21826~L22000
121,121화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,6,7,5,0.23,0.22,0.26,0.07,0.22,아이폰 시제품·푸틴 초청 뒤 사장단 35대3 표결을 받아 기술 기대와 공식 지위가 함께 상승한다.,L22001~L22200
122,122화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,6,8,9,0.18,0.18,0.39,0.10,0.15,90퍼센트 지지로 부회장이 된 직후 푸틴의 다차에 들어간다. 그룹 안 승진의 여운이 가시기도 전에 국가 최고권력과 마주해 지위 상승의 체감이 커진다.,L22201~L22405
123,123화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,7,8,8,0.31,0.17,0.31,0.06,0.15,올리가르히 해체 지원 범위와 한국 에너지 권리를 교섭해 자원 조건과 푸틴 동맹에 오래 머문다.,L22406~L22595
124,124화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,7,8,6,0.16,0.26,0.32,0.19,0.07,푸틴 취임식과 러시아 자원·현지공장 성과를 김태중에게 보고한 뒤 장수영 인사 문제로 조손 대화가 무거워진다. 김태중은 직접 결판내라고 보호를 거둘 뿐 사표 제출이나 해임은 아직 실행되지 않아 성과보다 관계 비용이 길게 남는다.,L22596~L22793
125,125화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,6,6,7,0.39,0.14,0.25,0.05,0.17,디아블로2 실적을 확인한 뒤 장경준에게 미수금 1조 원·손실 2조 원·10월 부도 전망을 펼친다. 게임 성과의 경쾌함을 건설사의 시한부 장부가 단숨에 걷어 낸다.,L22794~L22969
126,126화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,7,6,7,0.29,0.23,0.29,0.05,0.14,명동 원로에게 애플을 모으게 하고 은행 기회를 약속한 뒤 현 건설 첫 부도를 압박해 정보·동맹이 균형을 이룬다.,L22970~L23156
127,127화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,8,7,6,0.25,0.25,0.20,0.05,0.25,SAVE 달러채권으로 현 건설 생사를 쥐고 최고가 매각·반도체 계약을 강제해 금융 권력과 실행 압박이 높다.,L23157~L23305
128,128화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,7,6,7,0.23,0.22,0.39,0.10,0.06,장영주가 다른 총수들에게 입찰 포기를 호소하고 김태중에게 살려 달라고 청한다. 한때 우위였던 재벌가가 선택권을 잃고 태우의 판단을 기다리는 장면이 권력역전을 보여 준다.,L23306~L23477
129,129화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,6,5,7,0.36,0.17,0.25,0.04,0.18,"장영주의 반도체 요청에 즉답하지 않은 채 현 건설 거래, 태우 주식 매입·소각, 김태중의 상속 원칙을 한 자금판에 배치한다. IT 버블로 80퍼센트 가까이 빠진 퀄컴을 언제 얼마나 살지가 마지막에 붙어 협상 회차를 저점매수 준비로 전환한다.",L23478~L23644
130,130화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,6,7,7,0.27,0.19,0.30,0.05,0.19,부시에게 100억 달러 공장을 약속하고 잡스에게 독점 공급을 제시해 정치·수요처 관계와 투자 규모가 크다.,L23645~L23831
131,131화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,7,8,7,0.26,0.20,0.20,0.05,0.29,아이폰 일정의 조급함을 감춘 채 현 반도체 부채 65퍼센트 탕감을 받아 금융 조건 보상이 높다.,L23832~L24029
132,132화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,6,8,8,0.22,0.21,0.31,0.05,0.21,11월 21일 현 반도체 인수를 공식화하고 유석재를 책임자로 세우는 조직 출범이 먼저 지급된다. 김태중이 인수 거부까지 거론하며 청와대에 흑자 전 세금 감면을 요구하는 후반은 확정된 지휘선 위에 아직 미결인 정책 혜택을 얹는다.,L24030~L24220
133,133화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,5,6,6,0.22,0.14,0.38,0.08,0.18,낮은 주가를 이용한 상속 절차가 거의 끝나 가고 유석재·웨이 공동 부사장 임명 계획이 공개된다. 실제 명의이전과 인사는 남은 상태에서 김태중이 자기 업무까지 넘기려 하자 민재가 은퇴 가능성을 붙드는 가족 장면으로 닫힌다.,L24221~L24408
134,134화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,5,9,6,0.16,0.30,0.20,0.08,0.26,CES 공개와 300만 대 대기 수요·애플 주가 반등이 한꺼번에 터져 제품 행동과 시장 보상이 솟는다.,L24409~L24613
135,135화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,5,6,7,0.27,0.17,0.38,0.05,0.13,부시의 공장 약속을 고정하고 쩡홍친을 만나러 가며 미·중 최고위 관계 관리에 오래 머문다.,L24614~L24799
136,136화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,5,8,7,0.27,0.23,0.28,0.04,0.18,중국차 성장 확인 뒤 마화명과 51퍼센트 합작을 만들고 게임을 주문해 계약 관계와 모바일 선점이 크다.,L24800~L24980
137,137화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,8,5,10,0.33,0.25,0.25,0.13,0.04,게임 투자 이야기가 이어지다 윤현길 수사와 김태중 구속 위험이 끼어든다. 성장사업을 보던 시선이 가족과 그룹을 지킬 역공 시한표로 급히 돌아선다.,L24981~L25166
138,138화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,7,6,8,0.37,0.17,0.31,0.08,0.07,장영주 장례식에 모인 푸틴과 중국·미국 인맥에게서 윤현길 비리 자료가 차례로 들어오며 외교 관계가 증거 묶음으로 바뀐다. 가장 약한 건 하나만 언론에 흘린 뒤 상대 반응을 기다리는 절제가 전면 폭로보다 긴장을 오래 붙든다.,L25167~L25375
139,139화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,8,6,7,0.27,0.29,0.33,0.07,0.04,사진·영상·장부를 차례로 내밀어 윤현길 측근을 떼어 내고 장영준 메모를 장경준에게 보여 준다. 증거가 사람의 충성을 실제로 바꾸며 복수작전이 내부 붕괴 단계로 들어간다.,L25376~L25549
140,140화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,7,5,7,0.24,0.21,0.42,0.09,0.04,"장경준과 오해를 풀고, 축출된 장수영에게 희생양 역할을 거부하게 만든다. 배신자로 몰린 사람이 오히려 민재를 지키는 선택을 하며 관계의 방향이 뒤집힌다.",L25550~L25727
141,141화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,8,9,7,0.20,0.28,0.30,0.10,0.12,태우 무혐의를 확인하고 국제 비리 자료로 윤현길을 항복시켜 가족 보호·정치 복수 보상이 절정이다.,L25728~L25921
142,142화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,6,7,7,0.19,0.17,0.41,0.17,0.06,윤현길을 미끼로 묶은 뒤 은퇴하려는 김태중에게 베트남 체류를 허용한다. 총수권 싸움의 날선 계산 끝에 조손이 서로의 퇴로를 인정하는 감정이 남는다.,L25922~L26107
143,143화,DCA-N14,N14·WIPI 통상압력과 부품 분열,7,5,7,0.38,0.23,0.25,0.07,0.07,통신사·방송위원회 카르텔과의 직접 해법이 막히자 데이비드를 미국으로 보내 외부 통상 압박을 찾게 한다. 구체 법·조치는 밝히지 않은 채 자신도 카르텔을 갖췄다는 마지막 독백으로 국내 협상 실패를 국외 반격 준비로 바꾼다.,L26108~L26283
144,144화,DCA-N14,N14·WIPI 통상압력과 부품 분열,8,8,8,0.26,0.31,0.25,0.06,0.12,"아이폰 흥행과 슈퍼 301조 압박, 한미 공동성명을 한꺼번에 가동해 방송위원회의 철회 지시를 받아낸다. 국내 규제를 해외 통상카드로 되받아 판매길을 공식적으로 연다.",L26284~L26459
145,145화,DCA-N14,N14·WIPI 통상압력과 부품 분열,7,6,7,0.24,0.29,0.37,0.05,0.05,"장경준의 정치망과 300만 대 부품계약, 일본 대체압박을 이용해 삼진과 CL 내부 이해를 갈라놓는다. 같은 편이던 기업들이 서로 다른 손익표를 보며 흔들려 다음 계약의 틈이 생긴다.",L26460~L26621
146,146화,DCA-N14,N14·WIPI 통상압력과 부품 분열,6,8,7,0.20,0.25,0.26,0.06,0.23,"삼진의 WIPI 철회와 방송위원회 연기로 판매가 열리자 첫 반나절 2만 대가 팔리고 3만 명 넘게 예약해 초기 10만 대가 부족해진다. 김민재는 높은 단가를 감수한 태우전자 국내 생산 협의를 지시하지만 생산·추가물량은 아직 없어, 규제 해제와 실제 판매까지만 지급한다.",L26622~L26781
