sequence,visible_label,source_lines,note_status,score_status,ribbon_status,boundary_status,next_source_lines,before_note,after_note,retained_scores,retained_ribbon,source_readback,boundary_readback
579,579,L101214~L101381,EDIT,PASS,PASS,PASS,L101382~L101561,태우가 보유한 게임스핀 300만 주와 베릴의 이미지 성과를 확인하고 개인투자자 작전에 결합할 준비를 한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 태우의 게임스핀 300만 주 보유와 베릴 홍보망을 한 작전에 쓸 기반을 확인한다. 실제 대중 매수 캠페인과 주가상승은 아직 전이다.,"태우가 가진 게임스핀 300만 주와 베릴의 홍보 성과를 맞춰 개인투자자 작전에 쓸 수 있는지 점검한다. 지분과 인물은 준비됐지만 대중 캠페인과 주가 반응은 없어, 행동 직전의 조합 확인이 보상보다 긴 시간을 차지한다.",T7/R5/H7,0.21/0.29/0.18/0.13/0.19,태우가 보유한 게임스핀 300만 주와 베릴의 이미지 성과를 확인하고 개인투자자 작전에 결합할 준비를 한다; 지급=태우의 게임스핀 300만 주 보유와 베릴 홍보망을 한 작전에 쓸 기반을 확인한다. 실제 대중 매수 캠페인과 주가상승은 아직 전이다; 마지막=베릴의 홍보망과 게임스핀 지분을 실제 개인투자자 매수세로 연결할 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
584,584,L102093~L102272,EDIT,PASS,PASS,PASS,L102273~L102428,미국 칩수출 제한을 인텔 NAND 인수기회로 판단하고 바이든의 중국 팹 유예와 인텔 가격협상을 위해 미국 방문을 정한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 미국 방문과 중국 팹 규제유예·인텔 NAND 가격협상 방침을 정한다. 4년 유예·75억 달러 매입합의는 아직 전이다.,"백신 3억 명 접종 뒤 해운운임·남아공 변이 대응을 점검하다, 핸더슨 대사가 중국 공장 규제 위험을 안은 인텔 NAND 인수를 제안한다. 김민재는 차기 정권의 규제 제외와 가격을 직접 협상하려 미국행을 정할 뿐 유예기간·매입가는 아직 제시되지 않는다.",T7/R5/H7,0.36/0.17/0.13/0.08/0.26,미국 칩수출 제한을 인텔 NAND 인수기회로 판단하고 바이든의 중국 팹 유예와 인텔 가격협상을 위해 미국 방문을 정한다; 지급=미국 방문과 중국 팹 규제유예·인텔 NAND 가격협상 방침을 정한다. 유예기간·매입가격·계약은 아직 전이다; 마지막=미국 방문에서 중국 팹 규제유예와 인텔 NAND 가격을 실제 합의할 수 있는가?,현재 화는 인텔 NAND 제안과 미국행 결정; 4년 유예·75억 달러는 다음 화 소유
585,585,L102273~L102428,EDIT,PASS,PASS,PASS,L102429~L102578,바이든에게 중국 팹 4년 유예를 얻고 밥 스웬과 NAND 75억 달러 매입을 합의한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 중국 팹 4년 유예와 인텔 NAND 75억 달러 매입합의가 성립된다.,"바이든에게 중국 팹 규제 4년 유예를 받아낸 뒤 밥 스웬과 인텔 NAND 75억 달러 매입에 합의한다. 연속 협상의 관계·자산 보상은 크지만 소유권 이전과 통합은 남아, NAND를 어떤 성장자산으로 바꿀지가 마지막 실무 질문이다.",T7/R8/H7,0.22/0.13/0.31/0.07/0.27,바이든에게 중국 팹 4년 유예를 얻고 밥 스웬과 NAND 75억 달러 매입을 합의한다; 지급=중국 팹 4년 유예와 인텔 NAND 75억 달러 매입합의가 성립된다; 마지막=75억 달러 매입합의를 실제 소유권 이전·통합으로 닫고 NAND를 어떤 성장자산으로 재배치할 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
586,586,L102429~L102578,EDIT,PASS,PASS,PASS,L102579~L102728,머스크와 T 충전표준·전기차 동맹의 기본구조를 합의하고 EU·미국·한국 완성차를 설득할 계획을 세운다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 머스크와 T 충전표준·전기차 동맹 설계에 합의한다. 다른 미국·EU·한국 기업의 가입은 아직 전이다.,"머스크와 T 충전표준 및 전기차 동맹의 기본구조를 맞추는 대화가 중심을 잡는다. 두 사람의 합의 뒤 EU·미국·한국 완성차 설득 명단을 펼치므로, 단일 관계의 지급이 다국적 가입이라는 느린 확장 과제로 이어진다.",T5/R7/H7,0.24/0.16/0.34/0.07/0.19,머스크와 T 충전표준·전기차 동맹의 기본구조를 합의하고 EU·미국·한국 완성차를 설득할 계획을 세운다; 지급=머스크와 T 충전표준·전기차 동맹 설계에 합의한다. 다른 미국·EU·한국 기업의 가입은 아직 전이다; 마지막=EU·미국·한국 완성차를 실제 설득해 T 규격 아래 다국적 전기차 동맹을 만들 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
587,587,L102579~L102728,EDIT,PASS,PASS,PASS,L102729~L102918,NAND를 AI 저장장치로 재정의하고 웨이·천민정에게 초대형 데이터센터를 맡긴다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 60~70조 원 초대형 데이터센터와 NAND 활용계획을 승인한다. 센터 건설·가동과 세계 1위 성과는 아직 전이다.,"인텔에서 살 NAND를 단순 저장장치가 아니라 AI 데이터의 그릇으로 다시 정의하고 웨이·천민정에게 60~70조 원 데이터센터를 맡긴다. 거대한 숫자와 용도 설계는 선명하지만 착공·가동은 없어, 회차는 물질 지급보다 장기 자본 배치에 머문다.",T4/R6/H7,0.37/0.17/0.12/0.06/0.28,NAND를 AI 저장장치로 재정의하고 웨이·천민정에게 초대형 데이터센터를 맡긴다; 지급=60~70조 원 초대형 데이터센터와 NAND 활용계획을 승인한다. 센터 건설·가동과 세계 1위 성과는 아직 전이다; 마지막=60~70조 원 데이터센터를 실제 건설하고 NAND·AI·금융정보를 묶은 성과로 바꿀 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
588,588,L102729~L102918,EDIT,PASS,PASS,PASS,L102919~L103092,센트리언 실적·변이백신·비만약·병원AI를 점검하고 중국 유휴 반도체 장비의 소유주·반출경로를 찾아 인도·베트남 배치를 추진한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 센트리언 성장성과와 중국 장비의 반출대상·배치안을 확인한다. 장비 매입·반출·인도는 아직 전이다.,센트리언의 변이백신·비만약·병원 AI 실적을 차례로 확인한 뒤 중국 유휴 반도체 장비의 소유주와 반출경로를 찾는다. 인도·베트남 배치안까지 세우지만 매입·반출·인도는 아직이라 여러 산업의 현황표를 빠르게 넘기는 점검 리듬이다.,T5/R5/H7,0.35/0.20/0.12/0.07/0.26,센트리언 실적·변이백신·비만약·병원AI를 점검하고 중국 유휴 반도체 장비의 소유주·반출경로를 찾아 인도·베트남 배치를 추진한다; 지급=센트리언 성장성과와 중국 장비의 반출대상·배치안을 확인한다. 장비 매입·반출·인도는 아직 전이다; 마지막=중국 팹 소유주들이 장비 매각·반출에 응하고 인도·베트남 공장으로 실제 옮길 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
589,589,L102919~L103092,EDIT,PASS,PASS,PASS,L103093~L103264,CIA의 북한 백신 100만~2천만 회분 요청과 에이든의 침묵을 받아 의도를 의심하고 지원 여부를 보류한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 북한 백신 요청 규모와 CIA 통로의 존재를 확인한다. 지원 결정과 장남 관련 정보는 아직 없다.,"CIA가 북한 백신 100만~2천만 회분을 요청하고 에이든이 이유를 말하지 않자 김민재가 지원 결정을 보류한다. 물량 숫자보다 침묵과 의심이 오래 남고, 장남 관련 권력정보를 확인하기 전에는 백신도 개입도 지급하지 않는 긴장 회차다.",T8/R4/H8,0.30/0.13/0.31/0.19/0.07,"CIA의 북한 백신 100만~2천만 회분 요청과 에이든의 침묵을 받아 의도를 의심하고 지원 여부를 보류한다; 지급=북한 백신 요청 규모와 CIA 통로의 존재를 확인한다. 지원 결정과 장남 관련 정보는 아직 없다; 마지막=CIA 요청의 실제 의도를 확인한 뒤 백신을 보낼지, 북한 권력변수에 개입할지 결정할 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
597,597,L104261~L104422,EDIT,PASS,PASS,PASS,L104423~L104592,SNS·환자 가족 여론으로 제약협회를 역풍에 몰아넣자 스티븐 허블이 한국 협상방문을 결정한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 미국 여론이 센트리언 편으로 기울고 협회장의 한국 방문 결정이 나온다. 실제 방한·정회원 계약은 아직 전이다.,SNS·환자 가족 여론이 미국 제약협회를 역풍에 몰아넣고 협회장이 직접 한국을 찾아 센트리언에 정회원 자격을 제안하기로 한다. 상대는 아직 주도권이 자기들에게 있다고 믿으므로 실제 방한·협상·계약은 다음 화 몫이다.,T9/R5/H7,0.19/0.28/0.22/0.25/0.06,SNS·환자 가족 여론으로 제약협회를 역풍에 몰아넣자 협회장이 한국 방문과 센트리언 정회원 제안을 결정한다; 지급=미국 여론이 센트리언 편으로 기울고 협회장의 한국 방문 결정이 나온다. 실제 방한·정회원 계약은 아직 전이다; 마지막=협회장이 정회원 자격을 들고 실제 한국에 왔을 때 김민재가 어떤 역조건을 내놓을지가 열린다,현재 화는 협회장 방한·정회원 계획; 아시아 생산권은 다음 화 최초 명시
598,598,L104423~L104592,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,PASS,L104593~L104768,"스티븐 허블과 해외 백신공장·필수의약품 아시아 생산권·무료약 지원의 큰 틀을 협상하고, 최종 계약은 미국 대선 때 마무리하기로 한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 미 제약협회 가입과 해외공장·필수약 생산권의 잠정 조건을 정한다. 정회원·생산권 최종계약은 미국 대선 때까지 미지급이다.",SMA 무료사업 잔여 9억 달러 중 30퍼센트인 2억7천만 달러 부담과 백신공장·아시아 생산권을 정회원 조건에 묶는다. 이틀 뒤 실무 예비계약까지 나와 스티븐과의 협상관계가 중심이지만 세부조건·최종서명은 남는다.,7/7/7,0.20/0.12/0.32/0.08/0.28,"스티븐과 미 제약협회 정회원 조건을 협상해 SMA 무료 희귀질환 사업의 잔여 9억 달러 중 30퍼센트인 2억7천만 달러를 협회가 부담하게 한다. 백신공장·아시아 생산권까지 묶어 이틀 뒤 실무진이 예비계약을 마치지만 세부조건과 최종서명은 남는다. | 지급: 미 제약협회 정회원 협상의 예비계약, SMA 무료사업 잔여 9억 달러 중 30퍼센트인 2억7천만 달러 부담, 백신공장·아시아 생산권의 협상틀을 얻는다. 세부조건·최종서명은 미지급이다.",현재 화 L104423~L104592 안의 표면만 사용
602,602,L105102~L105272,EDIT,PASS,PASS,PASS,L105273~L105447,"현재 장 회장에게 가이아나 전차수출 지원과 원전 동맹을 제안하고, 가이아나 계약이 성사되면 적극 돕겠다는 조건부 약속을 얻는다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 로템 전차수출 지원과 원전 협력에 대한 현재 장 회장의 조건부 지지를 얻는다. 가이아나 계약·실제 원전 동맹 참여는 아직 전이다.","현재 장 회장에게 가이아나 전차수출 지원과 원전 동맹을 묶어 제안한다. 가이아나 계약이 성사되면 돕겠다는 조건부 답만 얻었으므로, 오래된 재벌 관계의 온도는 올라가도 로템 수출과 원전 참여는 전혀 결산되지 않는다.",T6/R5/H7,0.20/0.13/0.32/0.08/0.27,"현재 장 회장에게 가이아나 전차수출 지원과 원전 동맹을 제안하고, 가이아나 계약이 성사되면 적극 돕겠다는 조건부 약속을 얻는다; 지급=로템 전차수출 지원과 원전 협력에 대한 현재 장 회장의 조건부 지지를 얻는다. 가이아나 계약·실제 원전 동맹 참여는 아직 전이다; 마지막=가이아나 전차계약을 성사시켜 현재그룹의 조건부 지지를 실제 원전 동맹 참여로 바꿀 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
603,603,L105273~L105447,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,PASS,L105448~L105609,메타버스 거품 전에 지분 40퍼센트를 글로벌 IT기업에 팔되 통제권을 남기는 매각전략을 세우고 협상을 지시한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 메타버스 지분 40퍼센트 매각구조와 태우 통제권 유지조건을 정한다. 매매계약·대금 유입은 아직 전이다.,"유고빈의 치매 예방·인지개선 효과, 태우IT 주가 세 배 이상과 메타버스 하루 5백만 명 증가가 먼저 지급된다. 천민정의 VR 참여가 관계축을 더하지만 보험적용과 지분 40퍼센트 매매는 전이라, 확인된 기술·시장수치가 회차 후반 자산설계보다 무겁다.",5/7/7,0.24/0.12/0.12/0.06/0.46,"센트리언의 유고빈이 치매 예방과 인지기능 개선 효과를 보였음을 확인하고 보험적용 검토선을 연다. 태우IT 주가가 세 배 넘게 오르고 메타버스 이용자가 하루 5백만 명씩 늘자 천민정이 VR 개발에 참여하기로 하지만 지분 40퍼센트 매각은 구조만 정한다. | 지급: 유고빈의 치매 예방·인지기능 개선 효과, 태우IT 주가 세 배 이상과 메타버스 하루 5백만 명 증가, 천민정의 VR 개발 참여를 확인한다. 보험적용과 지분 40퍼센트 매매계약·대금은 미지급이다.",현재 화 L105273~L105447 안의 표면만 사용
605,605,L105610~L105770,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,PASS,L105771~L105925,AI 방어로 북한 해킹을 막고 장남 관련 경로를 검토한 뒤 몽골 석탄 생산량을 늘려 비축하라고 지시하며 호주·가이아나 순방을 구상한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: AI가 해킹을 차단하고 북한 권력변수 검토와 몽골 석탄 증산·비축 지시를 내린다. 실제 비축량·해외 장기계약은 아직 전이다.,"AI가 센트리언 해킹을 막고 6천 대 좀비PC·북한 암호·반체제 명단·비트코인 경로를 역추적한다. 몽골 석탄은 증산·비축 지시만 있고 실제 물량은 없으며, 끝의 QUAD 압박이 사이버전 승리 뒤 외교·에너지 긴장을 다시 높인다.",8/8/8,0.29/0.29/0.10/0.12/0.20,"AI 방어가 센트리언 해킹을 막고 6천 대 좀비PC·북한 암호·반체제 인사명단·비트코인 경로를 잡아낸다. 중국의 호주산 석탄 금지에서 전력난을 읽어 몽골 증산·비축을 지시하지만 실제 물량은 없고, 마지막에는 QUAD 참여압박의 부담을 확인한다. | 지급: 센트리언 해킹 차단, 6천 대 좀비PC와 북한 암호·반체제 인사명단·비트코인 경로 확인을 얻고 몽골 석탄 증산·비축 지시를 확정한다. 실제 증산·비축물량은 미지급이다.",현재 화 L105610~L105770 안의 표면만 사용
606,606,L105771~L105925,EDIT,PASS,PASS,PASS,L105926~L106110,최재석과 동해 고갈가스전을 LNG 저장고로 전환하고 호주·가이아나 순방을 정한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 동해 고갈가스전 LNG 저장고 전환과 호주·가이아나 순방안이 승인된다.,"최재석과 동해 고갈가스전을 LNG 저장고로 바꾸는 국내 인프라 결정을 내린다. 마지막 공항 장면에서 김민재는 호주, 한정훈은 가이아나로 갈라질 뿐 각국 상대와 구체 거래조건은 다음 화에 나온다.",T6/R6/H7,0.31/0.15/0.22/0.09/0.23,최재석과 동해 고갈가스전을 LNG 저장고로 전환하고 호주·가이아나 순방을 정한다; 지급=동해 고갈가스전 LNG 저장고 전환과 호주·가이아나 순방안이 승인된다; 마지막=호주와 가이아나로 갈라진 두 출장에서 어떤 에너지·투자 성과를 가져올 것인가?,현재 화 마지막은 호주·가이아나 출장분담; 모리슨·구체 석탄·유전·방산 조건은 다음 화 소유
607,607,L105926~L106110,EDIT,PASS,PASS,PASS,L106111~L106261,모리슨에게 중국이 막은 호주 석탄을 태우가 사들이는 장기계약을 제안한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 호주 석탄 장기구매 제안을 공식화하고 역조건에 맞설 숨은 카드를 준비한다. 가격·물량·장기계약은 아직 확정 전이다.,중국 수입중단으로 막힌 호주 석탄을 태우가 사들이겠다고 모리슨에게 공식 제안한다. 가격·물량·기간을 확정하지 않은 채 한 부회장이 숨은 카드를 꺼낼 차례에서 끊어 거래의 실물보다 협상 수읽기가 회차를 붙든다.,T7/R5/H7,0.18/0.14/0.31/0.08/0.29,모리슨에게 중국이 막은 호주 석탄을 태우가 사들이는 장기계약을 제안한다; 지급=호주 석탄 장기구매 제안을 공식화하고 역조건에 맞설 숨은 카드를 준비한다. 가격·물량·장기계약은 아직 확정 전이다; 마지막=한 부회장이 준비한 숨은 카드로 모리슨에게서 어떤 가격·물량·기간의 석탄 조건을 받아낼지가 남는다,현재 화는 모리슨에게 호주 석탄 장기구매 제안과 숨은 카드 암시; 가격·물량·기간 합의는 미지급
613,613,L106961~L107161,EDIT,PASS,PASS,PASS,L107162~L107325,국제 축구인맥·추가 구단·중계권 60억에서 300억 인상 공약을 대의원들에게 제시해 우호 반응을 끌어낸다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 추가구단·중계료 인상·후원확대 공약과 대의원들의 호의적 반응을 얻는다. 실제 표와 당선은 아직 전이다.,"국제 축구인맥, 추가 구단, 중계권을 60억 원에서 300억 원으로 올리는 공약을 대의원들 앞에 연달아 펼친다. 호의적 반응은 확인하지만 실제 표와 당선은 아직 없어, 선거운동의 활기 뒤 이권을 지킬 수 있는지가 실제 시험으로 남는다.",T8/R6/H8,0.20/0.26/0.24/0.10/0.20,국제 축구인맥·추가 구단·중계권 60억에서 300억 인상 공약을 대의원들에게 제시해 우호 반응을 끌어낸다; 지급=추가구단·중계료 인상·후원확대 공약과 대의원들의 호의적 반응을 얻는다. 실제 표와 당선은 아직 전이다; 마지막=실제 투표에서 과반을 확보할지와 당선 뒤 이권관리를 지킬지가 남는다,현재 화는 공약과 대의원 호응까지; 정확한 표 수는 다음 화 최초 명시
619,619,L108010~L108186,EDIT,PASS,PASS,PASS,L108187~L108349,"수에즈 좌초 소식을 받자 태우 선박을 우회시키고 중장비·예인선을 투입해 자비로 운하 구조작업을 시작한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 태우 선박 우회와 중장비·예인선 투입, 자비 구조작전 개시를 실행한다. 나흘 재개통·우선통항·확장공사는 아직 전이다.","수에즈 좌초 소식이 오자 태우 선박을 우회시키고 중장비·예인선을 자비로 투입해 구조작업을 시작한다. 현장에서는 준설과 예인이 이어지고 보험사의 비용지원도 관리청으로 돌리지만 운하는 막힌 채라, 구조결과와 보상보다 투입 행동에 오래 머문다.",T8/R5/H8,0.16/0.36/0.20/0.11/0.17,"수에즈 좌초 소식을 받자 태우 선박을 우회시키고 중장비·예인선을 투입해 자비로 운하 구조작업을 시작한다; 지급=태우 선박 우회와 중장비·예인선 투입, 자비 구조작전을 시작한다. 운하는 아직 막혀 있고 구조결과·보상은 없다; 마지막=투입한 중장비·예인선이 수에즈 운하를 실제 열고 이집트의 신뢰·보상으로 이어질 수 있는가?",현재 화는 구조장비 투입·준설·예인 진행과 보험비용의 관리청 귀속까지; 재개통·우선통항·확장공사는 다음 화 소유
620,620,L108187~L108349,EDIT,PASS,PASS,PASS,L108350~L108523,"수에즈 운하를 나흘 만에 열어 우선 통항권·확장공사 약속을 받고, 로나 스테이블코인의 구조적 허점을 공개한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 수에즈 통항우선권·확장공사 약속이 확정되고 로나 취약성 공개·공매도가 시작된다.","수에즈를 나흘 만에 열어 우선 통항권과 확장공사 약속을 받은 장면에서 앞 회차의 투입이 크게 결산된다. 곧바로 로나 스테이블코인의 구조적 허점을 공개하고 공매도를 시작해, 물류 보상을 금융 붕괴의 새 긴장으로 급전환한다.",T8/R9/H8,0.29/0.27/0.12/0.18/0.14,"수에즈 운하를 나흘 만에 열어 우선 통항권·확장공사 약속을 받고, 로나 스테이블코인의 구조적 허점을 공개한다; 지급=수에즈 통항우선권·확장공사 약속이 확정되고 로나 취약성 공개·공매도가 시작된다; 마지막=수에즈 보상을 확보한 뒤 막 시작한 로나 구조 공개·공매도가 언제 어떤 규모로 결산되고, 세계 폭우가 실물 공급망을 얼마나 끊을 것인가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
625,625,L109021~L109183,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,PASS,L109184~L109346,제주 무인주행 성공을 확인하고 강 대위에게 국민경제당 당원 3천 명을 검증해 내부 배신자를 찾으라고 지시한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 제주 무인주행 성공과 당원 3천 명 검증자료·수사방식을 확보한다. 배신자 신원·증거는 아직 전이다.,제주 15일 무인주행은 사고 0건·음주 7명 적발·관광객 30퍼센트와 외국인 15퍼센트 증가로 결산된다. 이어 당원 3천여 명 스캔에서 봉우리파 이름을 추려 수사를 맡기므로 기술보상 뒤 내부추적 행동이 길게 이어지고 증거·자금망은 남는다.,8/8/7,0.24/0.30/0.20/0.14/0.12,"제주 무인주행 15일 실증에서 시스템 오류 사고 0건과 음주운전자 7명 적발, 관광객 30퍼센트·외국인 15퍼센트 증가를 확인한다. 당원 3천여 명을 훑어 봉우리파 관련자 이름을 추리고 강 대위에게 수사를 맡기지만 배신 증거는 아직 없다. | 지급: 제주 실증 사고 0건·음주운전자 7명 적발, 관광객 30퍼센트·외국인 15퍼센트 증가와 당원 3천여 명 스캔·봉우리파 관련자 명단·수사지시를 얻는다. 배신 증거와 자금망은 미지급이다.",현재 화 L109021~L109183 안의 표면만 사용
627,627,L109347~L109508,EDIT,PASS,PASS,PASS,L109509~L109656,리강의 석탄 요청에 장기계약·연변 통로·북한탄 감시를 조건으로 건다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 중국 장기석탄 거래와 연변 물류·북한탄 감시조건이 협상에 들어간다.,"리강의 석탄 요청에 장기계약, 연변 통로, 북한탄 감시를 한 묶음의 역조건으로 건다. 중국 거래가 협상판에 오른 것만 지급되고, 마지막에는 연변 돈주와 유통망을 장남이 자기 세력으로 만들 수 있는지가 관계 훅을 차지한다.",T7/R5/H7,0.24/0.16/0.29/0.11/0.20,리강의 석탄 요청에 장기계약·연변 통로·북한탄 감시를 조건으로 건다; 지급=중국 장기석탄 거래와 연변 물류·북한탄 감시조건이 협상에 들어간다; 마지막=연변 돈주·유통망을 장남이 실제로 자기 세력으로 요리할지가 남는다,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
638,638,L111208~L111361,EDIT,PASS,PASS,PASS,L111362~L111532,데이비드가 안드레아에게 1억 파운드 성적연동 옵션을 제시해 리즈 인수조건에 합의하고 EPL 심사를 기다린다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 안드레아와 1억 파운드 성적연동 인수조건에 합의한다. EPL 승인과 구단 소유권 이전은 아직 전이다.,"데이비드가 안드레아에게 성적에 따라 최대 1억 파운드를 주는 리즈 인수 옵션을 제시해 조건 합의를 얻는다. 협상 관계와 가격표는 닫히지만 EPL 심사와 소유권 이전은 남아, 선수·감독 영입의 기대를 서두르지 않는다.",T6/R6/H7,0.14/0.16/0.34/0.13/0.23,데이비드가 안드레아에게 1억 파운드 성적연동 옵션을 제시해 리즈 인수조건에 합의하고 EPL 심사를 기다린다; 지급=안드레아와 1억 파운드 성적연동 인수조건에 합의한다. EPL 승인과 구단 소유권 이전은 아직 전이다; 마지막=EPL 심사를 통과해 인수합의를 실제 구단 소유권으로 바꾸고 선수·감독 영입을 시작할 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
644,644,L112241~L112414,EDIT,PASS,PASS,PASS,L112415~L112578,"천민정의 비밀 게임·플랫폼으로 친우크라이나 여론을 만들고, 직접지원 제약을 들은 뒤 최재석에게 쓸 수 있는 여러 우회방법이 있다고 알린다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 친우크라 정보전을 시작하고 한국이 직접지원하지 않고도 도울 수 있는 대안이 있음을 최재석에게 제시한다. 구체 탄약안·승인은 아직 전이다.","천민정의 비밀 게임·플랫폼으로 친우크라이나 여론을 만들고, 최재석에게 직접지원 제약을 피해 갈 방법이 여러 개라고 알린다. 정보전은 이미 움직이지만 구체 탄약안과 정부 승인은 감춰 두어 정치 관계와 선택지가 행동 결과보다 앞선다.",T8/R5/H7,0.23/0.25/0.28/0.15/0.09,"천민정의 비밀 게임·플랫폼으로 친우크라이나 여론을 만들고, 직접지원 제약을 들은 뒤 최재석에게 쓸 수 있는 여러 우회방법이 있다고 알린다; 지급=친우크라 정보전을 시작하고 한국이 직접지원하지 않고도 도울 수 있는 대안이 있음을 최재석에게 제시한다. 구체 탄약안·승인은 아직 전이다; 마지막=김민재가 가진 여러 방법 가운데 어떤 구조로 우크라이나와 한국 방산 모두를 돕고 직접지원 제약을 피할 것인가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
646,646,L112579~L112742,EDIT,PASS,PASS,PASS,L112743~L112917,니켈 공매도 마진콜에 몰린 창산 시안을 만나 구제조건을 묻고 현금 대신 인도네시아 니켈광산을 요구한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 시안에게 니켈광산 양도와 200억 달러 지급보증 교환안을 제시한다. 광산 양도·보증·LME 유예는 아직 합의 전이다.,니켈 공매도 마진콜에 몰린 창산의 시안을 만나 거래소·중개사·대출선을 움직이는 구제구상을 설명한다. 시안이 무엇이든 대가로 내겠다고 하자 인도네시아 니켈광산을 요구하는 데서 끊기므로 지분율·지급보증·소유권은 다음 화 몫이다.,T8/R5/H8,0.24/0.26/0.21/0.13/0.16,니켈 공매도 마진콜에 몰린 창산 시안을 만나 구제조건을 묻고 현금 대신 인도네시아 니켈광산을 요구한다; 지급=시안에게 금융타워가 거래소·중개사·대출선을 움직이는 구제 구상을 보여 주고 대가로 인도네시아 니켈광산을 요구한다. 광산 지분율·지급보증·합의는 아직 전이다; 마지막=시안이 그룹 구제의 대가로 인도네시아 니켈광산을 내놓을 것인가?,현재 화는 구제구상 설명과 니켈광산 요구; 200억 달러 지급보증·70퍼센트 조건은 다음 화 소유
