sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
38,38화,DCA-N03,N03·이노폰과 박진훈 축출,"한일은행 대출 회수와 삼풍그룹 회사채·주식 처분을 지시한 뒤 대가로 이선일 보유 5퍼센트와 명동 전체 태우전자 지분 약 15퍼센트를 1,500억 원에 모아 달라고 한다; CT의 한일은행 대주주 정보를 근거로 이선일이 믿기 시작하고 김민재는 올해 안 태우전자 사장이 될 성과로 폴더폰을 선택한다; 명동의 태우전자 지분 수집 약속·외환위기 정보 동맹과 김태중에게 휴대폰 시장 미끼를 던질 가족 대화를 얻는다",7,6,7,0.31,0.24,0.20,0.08,0.17,"한일은행·삼풍 붕괴 정보를 건넨 대가로 이선일의 5퍼센트와 명동의 태우전자 지분 약 15퍼센트를 1,500억 원에 모으는 거래를 오래 맞춘다. 집으로 돌아온 뒤 폴더폰을 김태중에게 보여 줄 성과이자 사장 취임 카드로 정하는 짧은 가족 장면이 다음 목표를 연다."
39,39화,DCA-N03,N03·이노폰과 박진훈 축출,"외주 단가를 60퍼센트 올리고 하루 단축마다 보너스를 걸어 한 달 요구를 24일로 줄이며, 통화·문자 폴더폰 두 대와 휴대폰 영업이익 보고서를 회장실에 가져간다; 구디너프 배터리가 최대 100시간을 버티고 잡스·조나단 디자인이 실물로 구현되자 김태중이 즉시 돈 되는 요물이라 인정한다; 24일 폴더폰 시제품, 50개 이상 출원·출시 때 200개 목표 특허, 김태중의 장하다는 칭찬과 30퍼센트 영업이익 관심을 얻는다",7,7,7,0.19,0.31,0.21,0.10,0.19,보너스로 제작을 24일로 당겨 실물 폴더폰을 김태중에게 보여 주므로 실행과 제품 보상이 높다.
40,40화,DCA-N03,N03·이노폰과 박진훈 축출,"김태중에게 기술 중심 수익을 설득한 뒤 박진훈과 1년 성패 내기를 걸고 휴대폰 개발팀, 인천·부천 공장, 관련 부서 협조와 개발비를 요구한다; 박진훈이 이미 시제품이 있다는 사실을 모른 채 독박을 키우려고 김민재의 모든 요구를 수용한다; 태우전자 에이스와 장비·두 생산공장·자금을 사실상 백지위임받는다",8,7,8,0.18,0.26,0.34,0.13,0.09,기술과 규모를 두고 김태중과 부딪친 끝에 박진훈에게 팀·공장·자금 전권을 받아낸다. 말싸움의 승리가 독립 개발조건으로 바뀌지만 박진훈과의 권력 충돌은 더 선명해진다.
41,41화,DCA-N03,N03·이노폰과 박진훈 축출,"신상명세서로 태우전자 에이스 30명과 생산 현장형 이석준을 선발하고 인천 공장 라인 개조를 맡기는 한편 이선일에게 월가 명의 매수 계획을 전달한다; 이석준과 공장 인력은 시제품을 본 뒤 두 달 내 라인 전환을 자신하고, 이선일은 삼풍·한일은행 종이를 넘겨 태우전자 물량을 이미 확보한다; 에이스 30명, 인천 생산파벌, 명동의 태우전자 지분·채권 매수망을 얻는다",6,5,7,0.30,0.21,0.31,0.07,0.11,에이스 30명·이석준을 직속으로 묶고 이선일의 태우전자 주식 수집을 확인해 조직 관계와 지분 정보가 앞선다.
42,42화,DCA-N03,N03·이노폰과 박진훈 축출,"한보 제철 차입과 부도 시점을 설명하고, 한정훈에게 TDK 배터리 사업과 모바일·음향·영상 특허를 요구한 뒤 장학재단이 찾은 디지털케이스 황영철을 즉시 부른다; 한정훈이 SAVE 예상 이익을 400억 달러로 보고하고 TDK 인수 가능성을 열며, 황영철이 특허 공동소유 조건으로 1억 투자를 제안한다; 부도기업 교환 정보, TDK·특허 협상권, MP3 창업자와 첫 대면을 얻는다",6,6,8,0.29,0.24,0.20,0.06,0.21,한보 부도와 일본 특허 협상을 배치한 뒤 황영철의 MP3 구상을 잡아 기술 정보와 선점 행동에 체류한다.
43,43화,DCA-N03,N03·이노폰과 박진훈 축출,"개발비 10억·생산과 마케팅 전액 지원을 약속하고 98억 원에 지분 49퍼센트를 SAVE 명의로 매수한 뒤 데이비드를 프라운호퍼와 톰슨 멀티미디어로 보낸다; 황영철이 우호지분·상호매각동의 조건으로 계약하고, 김태중의 100프랑 톰슨 인수 추진이 오히려 특허 매입 기회임을 깨닫는다; 100억 원으로 디지털케이스 49퍼센트와 황영철의 신뢰를 얻고 톰슨 특허 매수선을 연다",5,7,7,0.18,0.20,0.32,0.07,0.23,황영철에게 개발비 10억 원과 지분대금 98억 원을 지급해 49퍼센트를 얻으므로 계약 관계와 자산 보상이 크다.
44,44화,DCA-N03,N03·이노폰과 박진훈 축출,"잡스에게 슬라이드폰과 미래 음악폰을 지시하고, 구철규 공장장에게 청정설비·좋은 식사·보너스를 제공해 두 공장 생산량을 하루 1천 대에서 1천5백 대로 늘린다; 김민재가 모든 책임을 지겠다고 해 3교대를 관철하고 박진훈은 오히려 인력·돈을 더 지원해 손실 규모를 키우려 한다; 출시 전 약 27만 대 목표 재고, 개선된 공장 복지·청정 생산체계, 다음 슬라이드폰 개발 순서를 확보한다",7,5,7,0.23,0.32,0.16,0.08,0.21,잡스 소프트웨어를 받은 두 공장을 3교대로 돌려 출시 전 재고 27만 대를 쌓는다. 생산 숫자가 빠르게 불어날수록 아직 팔지 못한 물량의 위험도 함께 커진다.
45,45화,DCA-N03,N03·이노폰과 박진훈 축출,"로마네콩티와 사례금으로 톰슨 임원을 설득해 특허를 총 100억 원에 매입하고, 붕괴 소식 직후 대통령실과 조율해 크레인·중장비·의료진 전면 지원을 제안한다; 김민재가 현재건설보다 먼저 움직이면 구조·이미지·외환위기 때 정부관계 세 이익을 얻는다고 설득해 김태중의 전폭 지원 명령을 끌어낸다; MP3 원천 및 음향·영상 특허 묶음, 대통령실의 감사와 태우의 구조 주도권을 얻는다",9,7,9,0.18,0.39,0.18,0.17,0.08,톰슨 특허 매입 직후 태우건설·병원을 밀어 삼풍 붕괴 구조에 들어가 긴박한 행동과 생존 감정이 솟는다.
46,46화,DCA-N03,N03·이노폰과 박진훈 축출,"이선일에게 마이크로소프트 주식과 달러 상승의 이중 수익을 알려 주고, 김태중에게 즉시 정부 특혜를 청하지 말자고 한 뒤 강인식에게 박진훈의 횡령·비자금·부동산 증거 수집을 지시한다; 태우 지원으로 수습 기간과 사망자가 전생의 절반 수준으로 줄고 대통령이 직접 감사하며 국민그룹 호칭이 생긴다; 이선일의 완전한 신뢰, 마이크로소프트·달러 투자선, 김태중에게 태우전자 사장 욕심 공개, 박진훈 비리 파일을 얻는다",8,8,8,0.17,0.24,0.20,0.20,0.19,삼풍 사망자를 전생의 절반으로 줄인 보상과 태우전자 사장 도전 선언이 감정·평판·지위 봉우리를 만든다.
47,47화,DCA-N03,N03·이노폰과 박진훈 축출,"데이비드가 운영위원회를 접대해 잡스 전용 중앙 부스를 만들고, 잡스가 접이식 디자인·전화번호부·계산기·메모·달력·100시간 배터리를 시연하며 이노폰이라 명명한다; 잡스가 폴더폰을 여는 순간 기자·관중이 몰리고 별도 부스가 몸싸움이 날 만큼 붐비며 해외 바이어가 대량구매 미팅을 요청한다; 이노폰 세계 공개, 중앙 부스 흥행, 미국·유럽 주문 상담과 잡스 복귀 서사를 얻는다",6,8,7,0.16,0.35,0.18,0.09,0.22,잡스의 이노폰 시연 뒤 중앙 부스와 바이어 상담이 폭발해 공개 행동과 주문 기대에 오래 머문다.
48,48화,DCA-N03,N03·이노폰과 박진훈 축출,"모토로라 조사와 잡스의 CES 재등판 약속을 지켜보며 해외 바이어 계약을 진행하고, 귀국 사장단 회의에서 이노폰의 높은 이익률·판매망을 근거로 박진훈에게 연구비 성과를 따진다; 태우가 폴더폰 특허를 먼저 잡아 모토로라가 공격할수록 스타텍이 위험해지고, 이노폰 부스와 태우전자 부스의 관객 차이가 김민재의 비판을 증명한다; 선행 폴더폰 특허의 방패, 만 단위 판매 접점, 박진훈을 공개 반박할 성과 정당성을 얻는다",7,6,8,0.22,0.33,0.27,0.11,0.07,선행특허 판정으로 기술 우위를 확인한 뒤 사장단 앞에서 박진훈의 경영방식을 정면으로 공격한다. 법적 승리를 누릴 틈 없이 공개 권력투쟁으로 넘어가 누가 태우전자를 이끌지가 전면에 선다.
49,49화,DCA-N03,N03·이노폰과 박진훈 축출,"개발팀 접촉을 시도한 조 차장의 움직임을 미리 감시하고 파티에서 거짓 문제 자료를 넘긴 뒤 사진·녹취 증거와 준비한 파일로 그를 압박해 우성일에게 전달하게 한다; 김민재가 배신을 이미 예상해 거짓 자료·감시·살길을 한 세트로 준비했고 조 차장이 죽는 시늉까지 약속하며 굴복한다; 우성일·박진훈으로 이어지는 역정보 통로, 조 차장의 약점과 강제 충성을 얻는다",8,5,8,0.30,0.28,0.24,0.11,0.07,박진훈의 결함 유포를 거짓 자료와 감시증거로 되받고 조 차장을 이중 통로로 만든다. 공개반박보다 누가 돈과 자료를 건넸는지 좁혀 가는 추적이 긴장을 붙든다.
50,50화,DCA-N03,N03·이노폰과 박진훈 축출,"박진훈이 우성일에게 거짓 결함 자료를 기자에게 넘기게 하자 강 대위 쪽이 전달 장면 영상과 음성 녹음을 확보한다. 1면 기사가 나온 뒤 김민재는 SAVE 반박자료를 제시하고 한국·미국·독일 동시 이벤트를 준비한다.; 강 대위가 우성일의 기자 접촉 장면과 음성 녹음을 이미 확보했다는 보고가 들어오고, 김민재는 기사 방어를 세 나라 공개행사로 확대한다.; 우성일의 자료 전달 영상·음성 녹음, SAVE의 허위결함 반박자료, 한국·미국·독일 공개 이벤트 계획을 확보한다.",8,7,9,0.25,0.34,0.20,0.10,0.11,"강 대위의 보고로 우성일이 이노폰 자료를 기자에게 넘기는 영상과 음성 녹음이 이미 확보된다. 1면 허위기사에 SAVE 반박자료와 한국·미국·독일 동시 검증을 맞붙이는 리듬이라, 증거 지급 뒤 공개 시연의 성패가 훅으로 남는다."
51,51화,DCA-N03,N03·이노폰과 박진훈 축출,타임스퀘어·강남·독일에서 이노폰 1천 대 이상을 체험시키고 우성일의 공작 시인과 박 기자의 돈·거짓 자료 기사화 약속을 받아낸다; 세 나라 공개 체험에서 결함이 없다는 반응이 나오고 우성일은 지시받은 공작을 시인하며 박 기자는 받은 돈과 자료를 기사로 쓰겠다고 약속한다; 1천 대 이상 실물 검증과 정정·고발로 이어질 우성일·박 기자의 협조 약속을 얻는다,8,8,8,0.16,0.38,0.24,0.10,0.12,"타임스퀘어·강남·독일에서 이노폰 1천 대 이상을 동시에 만지게 하는 공개 실험이 빠르게 이어진다. 결함이 재현되지 않자 우성일이 공작을 시인하고 박 기자도 받은 돈을 기사화하겠다고 돌아서지만, 실제 정정 지면은 아직 남겨 둔다."
52,52화,DCA-N03,N03·이노폰과 박진훈 축출,정정기사 뒤 이노폰 30만 대를 즉시 팔고 미국 30만·유럽 10만·한국 10만 주문 속에 박진훈을 축출한다; 국내 재고 30만 대가 팔리고 미국 30만·유럽 10만·한국 10만 주문이 들어오자 사장단이 김민재를 차기 사장으로 추천한다; 박진훈을 축출하고 이노폰의 월 10만 대 이상 수요와 태우전자 사장 추천을 얻는다,8,10,9,0.14,0.28,0.22,0.10,0.26,"정정기사 뒤 이노폰 국내 재고 30만 대가 팔리고 미국 30만·유럽 10만·한국 10만 주문이 붙는다. 박진훈 축출과 사장 추천까지 받은 뒤 김민재가 사장직이 아니라 지분을 요구해, 판매 절정이 곧 소유권 질문으로 꺾인다."
53,53화,DCA-N04,N04·태우전자 소유와 조선·애플 교환,김태중에게 태우전자 지분을 상속받아 만장일치로 사장에 취임한 뒤 현재그룹 장 회장의 자금난을 듣고 SAVE 자금으로 차입을 유도할 미끼를 던진다; 정부가 현재그룹의 돈줄을 막은 가운데 장 회장의 차입 욕심이 SAVE 차입 미끼에 걸릴 약점으로 드러난다; 태우전자 지분과 사장 직위를 동시에 받아 생산·인사·투자 결정을 직접 책임질 수 있게 된다,6,10,7,0.13,0.17,0.28,0.14,0.28,"김태중의 지분 상속과 이사회 만장일치로 태우전자 사장 자리가 한꺼번에 지급되어 조손 승인과 지위 상승이 가장 무겁다. 후반의 현재그룹 자금난과 SAVE 차입 미끼는 이미 받은 경영권 다음에 붙는 새 위험일 뿐, 태우 지분 회수 결과까지 나아가지는 않는다."
54,54화,DCA-N04,N04·태우전자 소유와 조선·애플 교환,"첫 출근에 공장 세 곳 전환·불량품 전면교환을 지시하고 사무직·연구원·개발팀 1,500명을 전수 검토해 적성 인사 이동 규모를 산정한다; 직원 명부의 능력과 소속을 대조하던 중 개발3팀 직원에게 태우전자와 화이텐전자 두 소속이 함께 뜬다; 불량품 전면교환 원칙과 공장 세 곳 생산 전환, 1,500명 전수 검토에 따른 인사 이동 기준을 세운다",7,6,8,0.25,0.26,0.30,0.11,0.08,"공장 세 곳 전환과 불량품 교환을 지시한 뒤 사무직·연구원·개발팀 1,500명을 전수 검토한다. 실제 이동 규모는 아직 산정 단계라 조직 정보와 관계 체류가 앞선다."
55,55화,DCA-N04,N04·태우전자 소유와 조선·애플 교환,"산학 협력과 아파트 지원을 내걸어 연구 인재를 모으고 정보 유출자를 찾아낸 뒤 사무직 20퍼센트인 수백 명을 적성에 맞는 새 보직으로 옮긴다; 샌디 웨일이 딸에게 기금과 기밀을 넘기려 하자 다이먼이 20년 충성을 부정당하고 공개적으로 결별한다; 정보 유출자 처분 근거와 사무직 20퍼센트·수백 명의 새 보직, 연구 인재 확보 조건을 얻는다",7,7,8,0.20,0.22,0.34,0.16,0.08,"산업스파이의 금전 흔적을 잡고 사무직 20퍼센트, 원문 표현 수백 명을 적성에 맞춰 옮긴다. 조사 결과가 실제 자리 이동으로 이어지지만 스파이 배후와 후속 처벌은 남는다."
56,56화,DCA-N04,N04·태우전자 소유와 조선·애플 교환,"격분한 다이먼에게 독립 금융회사와 전권을 약속해 영입하고 애플 이사회에 잡스 복귀안을 올린다; SAVE가 3년 뒤 주가 하락분을 30% 얹어 사겠다고 보증하자 파생상품 이해관계까지 가진 이사들이 찬성으로 돌아선다; 잡스와 이사들의 찬성 전환, 다이먼·우성자동차 판돈, 태우전자의 이노폰 생산 계약을 얻는다",6,9,8,0.19,0.18,0.40,0.12,0.11,"웨일에서 모욕당한 다이먼에게 독립 금융회사와 전권을 내밀어 영입하고, 곧바로 애플 이사회에서 잡스 복귀 표를 모은다. SAVE의 3년 뒤 주가 보증이 이사들을 돌려세운 뒤 넥스트 인수금 5억 달러의 부담 주체가 미지급 질문으로 남는다."
57,57화,DCA-N04,N04·태우전자 소유와 조선·애플 교환,SAVE가 넥스트 5억 달러 인수금을 내고 미래 소프트웨어 권리를 받아 잡스를 애플 CEO로 복귀시킨 뒤 다이먼이 태우중공업 지분 구조를 검토한다; 다이먼은 그룹 27%·김태중 개인 10%라는 취약한 지분을 보고 계열사를 통한 적대인수가 가능하다고 판단한다; NEXT 5억 달러 계약·잡스 CEO 복귀·미래 소프트웨어 권리와 다이먼이 짚은 태우 지분의 취약성을 얻는다,6,8,9,0.19,0.22,0.31,0.07,0.21,SAVE가 넥스트 인수금 5억 달러를 내고 미래 소프트웨어 권리를 챙기는 계약으로 잡스의 CEO 복귀를 결산한다. 귀국 뒤 다이먼이 태우중공업의 그룹 27퍼센트·김태중 개인 10퍼센트 지분을 훑는 후반은 축하보다 적대인수 설계에 빠르게 무게를 옮긴다.
