sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"306","306화","","37725","37865","중문 카지노가 점거됐지만 민사소송이 얽혀 경찰은 강제진압을 꺼린다.","강혁이 직원 피해와 사업권을 직접 되찾으러 내려가 백민용의 양동작전을 간파하는 과정을 보여준다.","카지노를 24시간 안에 탈환하고 백민용의 새 제주 사업 진입을 막는다.","강혁은 대호가드 정예 100명을 태운 전세기로 제주에 내려가고 백민용이 점거를 미끼로 오션파크 카지노 개업식을 연 사실을 확인한 뒤 새벽 강제진입을 명령한다.","경찰은 법적 분쟁을 핑계로 움직이지 않고 보안팀 12명이 중상이며 이성훈은 머리 수술 뒤 혼수상태다.","강혁은 다친 직원 치료를 전액 지원하고 관리자를 질책해 관광객과 언론 노출을 줄이며 현장 지휘권을 되찾는다.","류기찬은 경찰의 묵인을 얻어야 하고 대호가드는 무장한 50명을 좁은 카지노에서 제압해야 한다.","책임/지휘","강혁의 분노는 소유권보다 다친 부하의 상태를 먼저 확인하고 치료를 지시하는 보스의 의리로 구체화된다.","경찰 매수와 새벽 기습이라는 비공식 해결이 준비된다.","제주 현장 지휘권 회복","새벽 카지노 강제진입","L15-M 제주 카지노 점거와 새벽 탈환","high"
"307","307화","","37866","37989","류기찬은 서귀포 경찰 경비과장 임채혁을 만나 대호가드 진입 시간에 전경을 물려달라고 요구한다.","공권력의 빈틈을 만들고 가족 통화 뒤 보스가 직접 선두에 서는 결전 직전의 긴장을 끌어올린다.","경찰·기자 개입 없이 앞뒤 동시기습으로 칠복이파를 신속히 무력화한다.","류기찬은 수표 봉투와 대통령 인맥을 암시해 임채혁의 묵인을 사고 강혁은 임신한 수영과 아기용품 이야기를 나눈 뒤 방독면·최루탄·3단봉을 든 정예들을 이끌고 전진한다.","불법 사적 진압이 드러나면 정치·언론 후폭풍이 크고 칠복이파는 회칼과 쇠파이프로 입구를 막고 있다.","전경과 기자가 빠지고 차문호의 후문팀까지 배치되어 강혁이 통제한 결전장이 완성된다.","대호가드가 새벽 3시 바리케이드 앞에 도착하고 강혁이 공격 신호를 내린다.","가족/전투","수영에게 다정한 남편의 목소리와 부하 앞에서 가죽장갑을 끼는 보스의 목소리가 한 장면 안에서 교대한다.","최루탄을 앞세운 객장 난입과 박칠복과의 직접 대결이 열린다.","경찰 철수·공격배치 완료","카지노 객장 기습","L15-M 제주 카지노 점거와 새벽 탈환","high"
"308","308화","","37990","38146","칠복이파는 보너스를 기대하며 방심한 채 카지노를 지키고 대호가드가 최루탄을 던져 진입한다.","주인공이 직접 싸워 점거를 끝내고 부하들의 부상에 대한 즉각적 보상을 준다.","박칠복과 조직원 전원을 제압해 카지노를 되찾고 경찰에 사후 체포를 넘긴다.","강혁은 선무도와 3단봉으로 여러 조폭을 쓰러뜨리고 110킬로그램 박칠복을 메쳐 기절시키며 대호가드는 앞뒤에서 조직을 압착한다.","회칼과 쇠뭉치가 오가는 근접전이고 시설은 의도적으로 파손되어 영업 재개까지 최소 일주일 손실이 남는다.","사건 발생 24시간 안에 칠복이파 전원이 체포되고 경찰은 진압 실적을 가져가는 대신 뒤처리를 맡는다.","백민용은 강혁이 직접 내려왔다는 보고에도 다음 계획을 계속하라 지시한다.","대결/회수","강혁은 뒤에서 명령만 하는 회장이 아니라 부하와 같은 객장 바닥에서 두목을 쓰러뜨리는 전투형 보스로 재확인된다.","시설 복구와 백민용의 법적·금융 후속공세가 남는다.","칠복이파 점거 해제","카지노 복구·백민용 후속공세","L15-M 제주 카지노 점거와 새벽 탈환","high"
"309","309화","","38147","38282","카지노는 되찾았지만 10억원이 넘는 영업손실과 시설 파손이 남고 신종철 측은 소송을 쏟아낸다.","피해를 리뉴얼 기회로 돌리는 경영 판단 뒤 일본 야쿠자 자금과 저축은행이라는 더 큰 판을 연다.","카지노 이미지를 새로 만들고 제주에 남아 백민용의 금융 진입을 차단한다.","강혁은 단순 수리 대신 전면 인테리어를 지시하고 소송 때문에 귀경을 미룬 채 차문호·요세프의 추적으로 백민용이 도민저축은행 인수를 추진한다는 사실을 파악한다.","가처분과 압류 소송은 장기화할 수 있고 은행이 가진 한소그룹 BW 7000억원은 주당 7000원에 신주를 살 권리라 백민용의 경영권 복귀 카드가 된다.","미치자네가 와타나베의 감시자로 제주에 들어오고 그 자금원이 스미요시가이의 세탁회사 마쓰모토상사임이 드러난다.","요세프가 백민용의 카지노·저축은행 인수자금은 일본 야쿠자 돈이라고 결론낸다.","경영/확전","백민용-스미요시가이 관계는 투자 동맹이 아니라 서로 감시하고 이용하는 불신 동업으로 선명해진다.","도민저축은행 입찰과 스미요시가이의 직접 보복이 열린다.","카지노 물리 점거 해결·전면 리뉴얼","도민저축은행 BW·야쿠자 자금","L15-M 제주 카지노 점거와 새벽 탈환","high"
"310","310화","","38283","38419","스미요시가이의 자금세탁과 한소 BW 계획을 확인한 강혁은 도민저축은행 인수전에 뛰어든다.","금융·여론 승부가 수영과 태아를 겨눈 총격으로 돌변해 대결의 개인적 선을 넘긴다.","청와대 인맥과 반일 여론으로 일본계 수의계약을 깨고 백민용의 한소 복귀를 막는다.","강혁은 송말호를 움직이고 일본 자본의 헐값 인수를 언론에 흘려 공개입찰을 되살리며 산부인과에서 수영과 동글이의 초음파를 확인한다.","와타나베는 한국 독자진출이 어려워 백민용을 당분간 유지하되 강혁에게 경고하라 지시하고 해결사 시모무라를 부른다.","백민용의 단독계약은 무산되고 스미요시가이는 여론 때문에 인수 우위를 잃는다.","귀가길 골목에서 시모무라가 강혁 부부의 방탄 벤츠에 연속 총격을 가한다.","가족/전쟁","강혁에게 태아는 초음파 사진으로 확인된 삶의 미래가 되고 적은 바로 그 가족 곁에서 총을 쏴 사업 경쟁을 혈전으로 바꾼다.","태아 안전 확인·킬러 추적·스미요시가이 보복이 남는다.","도민저축은행 공개입찰 전환","가족 총격·시모무라 추적","L15-N 도민저축은행 입찰과 가족 총격","high"
"311","311화","","38420","38574","총격범은 도주하고 수영은 태아를 감싸며 두려움 속에서 강혁에게 이유를 묻는다.","가족을 건드린 상대를 끝까지 추적한다는 강혁의 금기를 현상금과 정보망으로 구체화한다.","수영과 태아를 안전한 별장으로 옮기고 총격범의 신원과 배후를 당일 안에 밝혀낸다.","강혁은 공항·항구를 봉쇄하고 체포 3억원·제보 1억원 현상금을 걸며 발크에게 정보 지원을 요청한다.","시모무라는 부산 밀항업자 영범과 태섭의 함정을 역으로 깨 두 사람을 죽이고 컨테이너를 태운 뒤 잠적한다.","병원에서 태아 이상 없음이 확인되고 발크가 범인은 스미요시가이 해결사 시모무라라고 특정한다.","발크가 배후가 껄끄러운 대형조직이라고 경고한 가운데 강혁은 스미요시가이 개입을 재확인한다.","보호/복수","강혁은 수영에게 자신의 정체를 설명하지 못하는 침묵의 비용을 치르면서 조직에는 지구 끝까지 추적하라고 명령한다.","시모무라 포획과 와타나베 측에 돌려줄 복수의 수위가 열린다.","태아 안전 확인·킬러 신원 특정","스미요시가이 보복전","L15-N 도민저축은행 입찰과 가족 총격","high"
"312","312화","","38575","38716","발크는 전쟁 위험을 경고하지만 강혁은 가족을 건드린 대가를 반드시 치르게 하겠다고 한다.","직접 공격한 킬러 대신 그 지휘선을 저격해 보복의 대칭을 맞추고 전면전을 연다.","미치자네를 제거해 스미요시가이에 가족 공격이 금지선임을 각인시킨다.","차문호는 제주 일식당 맞은편 옥상에 저격팀을 배치하고 전영철이 미치자네의 머리를 관통시켜 즉사시킨 뒤 요트로 철수한다.","일본 제2 야쿠자 조직의 회장 오른팔을 죽이면 조직전쟁이 되고 도심 저격은 경찰의 집중 수사를 부른다.","미치자네가 사망하고 와타나베는 이것은 전쟁이라 선언하며 후쿠자와에게 한국 보복을 명한다.","제주 강력반 목상윤이 서울의 강혁 부부 총격과 이번 저격의 연관성을 의심한다.","복수/확전","강혁은 공격당한 가족을 대신해 지휘자를 죽이는 보스로 행동하고 와타나베와의 관계는 사업경쟁에서 전쟁으로 바뀐다.","경찰 수사와 후쿠자와 행동대의 입국이 동시에 다가온다.","미치자네 제거","후쿠자와 보복대·목상윤 수사","L15-N 도민저축은행 입찰과 가족 총격","high"
"313","313화","","38717","38854","목상윤과 김재영은 저격 현장에서 서울 총격과 백민용-야쿠자 연결을 추적한다.","복수의 실익인 금융사 인수를 확정하면서도 흔적을 좇는 정직한 형사라는 새로운 저항을 세운다.","도민저축은행을 확보하고 경찰의 시선을 백민용 범죄 쪽으로 돌릴 여지를 찾는다.","강혁은 차문호에게 작전팀을 마이애미로 보내 쉬게 하고 금융위 발표를 기다리며 목상윤은 미리내 본사로 찾아와 면담을 요청한다.","총기 흔적은 깨끗하지만 두 사건의 시간·인물 관계가 맞물리고 강혁의 정재계 인맥도 형사의 집요함을 완전히 막지 못한다.","미리내가 도민저축은행 우선협상대상자가 되고 백민용 회사는 자금출처 문제로 5년간 금융사 인수에서 배제된다.","목상윤과 김재영이 강혁 회장실에 들어와 직접 질문을 시작한다.","금융/수사","강혁은 야쿠자를 돈과 무력 모두에서 꺾지만 목상윤은 권력 앞에서도 사건을 따지는 독립적 대결자로 등장한다.","강혁의 알리바이 심문과 백민용 범죄 수사로의 전환이 남는다.","도민저축은행 인수 우위·백민용 금융 배제","경찰 직접심문","L15-N 도민저축은행 입찰과 가족 총격","high"
"314","314화","","38855","39010","목상윤은 강혁에게 가족 총격과 미치자네 저격의 연관성 및 사건 당일 행적을 묻는다.","청와대 알리바이로 수사를 넘기되 형사의 집요함을 적 제거의 합법 경로로 전환한다.","자기 혐의는 차단하고 목상윤이 백민용의 자금세탁·횡령을 파헤치게 만든다.","강혁은 사건 당일 대통령과 청와대에서 식사했다고 답해 알리바이를 세우고 경찰 압박 대신 단서를 흘려 백민용을 잡는 방안을 피케에게 찾게 한다.","목상윤은 청와대에도 사실확인을 요청할 만큼 물러서지 않고 후쿠자와는 서상사파와 손잡고 부하 20명을 이끌고 서울에 들어온다.","강혁은 수사선을 돌릴 역공을 얻지만 발크는 후쿠자와 행동대가 이미 입국했다고 긴급 경고한다.","후쿠자와는 강혁을 죽이면 남대문 이권을 주겠다며 백낙영을 끌어들이고 공개행사 습격을 준비한다.","수사/위협","목상윤-김재영은 위압에 굴복하지 않는 형사 콤비로 서고 강혁은 그 의리를 적의 범죄를 밝히는 방향으로 이용한다.","대한호텔 창립행사를 노린 한일 조폭 연합 기습이 열린다.","강혁 알리바이 확보·백민용 수사 전환","후쿠자와-서상사파 연합공격","L15-N 도민저축은행 입찰과 가족 총격","high"
"315","315화","","39011","39142","후쿠자와 행동대가 서울에 숨어들었지만 차문호의 정보망은 과천 은신처를 찾지 못한다.","가족을 피신시킨 강혁이 체면과 조직 통합을 위해 공개행사 참석을 선택하면서 매복 위험을 높인다.","가족을 마이애미로 보내 약점을 지우고 상대보다 먼저 위치를 찾아 공격한다.","강혁은 전용기로 가족을 마이애미에 보내고 대한호텔 미리내건설 40주년 행사 취소 권고를 거부하며 차문호에게 호텔 전체를 수색하게 한다.","후쿠자와는 시모무라와 합류해 대한호텔 객실을 가명으로 잡고 서상사파가 로비를 흔드는 동안 강혁을 암살할 계획을 세운다.","강혁은 부하 앞에서 몸을 숨기지 않고 인수 후 첫 행사에 참석해 미리내건설 통합 의지를 지킨다.","야쿠자들이 객실에 잠복한 사실을 모른 채 강혁의 차량 행렬이 대한호텔에 도착한다.","책임/위험","강혁은 안전보다 새 계열사 직원과의 약속을 택하고 피케·차문호는 반대하면서도 그 결정을 지킬 경호선이 된다.","서상사파 양동과 지하주차장 야쿠자 매복이 시작된다.","가족 해외피신·행사 참석 결단","대한호텔 이중매복","L15-O 대한호텔 기습과 서상사파 숙청","high"
"316","316화","","39143","39293","강혁이 직원 500명 앞에서 미리내건설 창립행사를 시작하자 적들은 동시에 양동작전을 가동한다.","직원 대피를 우선한 선택이 경호를 줄이고 주인공을 지하 총격전 한가운데 세우는 위기를 만든다.","직원들을 다치지 않게 빼내고 호텔을 탈출해 후쿠자와의 매복을 깨뜨린다.","시모무라는 명동 휴지통 폭탄으로 경찰을 빼돌리고 서상사파 40여 명은 로비를 습격하며 강혁은 행사 인원을 비상계단으로 대피시킨 뒤 경호원 다섯 명과 화물엘리베이터로 지하로 내려간다.","직원 대피에 경호 인력이 분산되고 지하에는 권총으로 무장한 후쿠자와 일행이 기다려 두 경호원이 즉시 총상을 입는다.","강혁은 먼저 직원을 살리는 회장으로 남지만 엘리베이터 패널이 총격에 망가져 퇴로가 닫힌다.","마지막 탄창 하나를 받은 강혁이 셋을 세고 피케·차문호와 적진으로 돌파한다.","의리/생존","강혁은 보스 혼자 빠져나가는 길을 거부해 계열사 직원과의 의리를 지키고 부하들은 몸으로 그를 가리는 선택을 한다.","탄약이 부족한 지하주차장 돌파와 후쿠자와 직접대결이 남는다.","미리내건설 직원 대피","지하주차장 총격 돌파","L15-O 대한호텔 기습과 서상사파 숙청","high"
"317","317화","","39294","39445","지하주차장에서 강혁 일행은 수적·탄약 열세 속에 야쿠자들과 맞붙는다.","주인공이 총상 입은 부하를 챙기면서 후쿠자와를 직접 꺾고 국내 공범은 제도권 힘으로 제거하는 보상을 준다.","후쿠자와 행동대를 무력화하고 서상사파의 조직 기반을 자기 전력 손실 없이 해체한다.","강혁은 양손 권총과 근접전으로 적을 쓰러뜨리고 후쿠자와의 손목·어깨를 꺾어 제압한 뒤 부상자를 병원에 보내고 신태철 지검장에게 서상사파 일제검거를 부탁한다.","강혁 팔에도 총알이 스치고 경호원 여러 명이 다치며 총기와 CCTV 흔적을 경찰 도착 전 치워야 한다.","후쿠자와 행동대는 전멸하고 강혁은 사과 한 상자라는 암호로 2억원을 건네며 검찰 300명 규모 검거작전을 가동한다.","그날 밤 서울지검 강력1부와 경찰이 용산 서상사파를 덮친다.","전투/권력","강혁은 피를 흘리는 부하에게 살아남으라 명령하고 국내 조폭에는 직접 전쟁 대신 자신이 만든 검찰 인맥을 사용한다.","서상사파 두목의 처리와 시모무라 체포가 남는다.","후쿠자와 제압","서상사파 일제검거·시모무라 추적","L15-O 대한호텔 기습과 서상사파 숙청","high"
"318","318화","","39446","39607","서상사파는 강혁의 반격에 대비해 모여 있다가 검찰·경찰 300명에게 일망타진된다.","국내 공범과 가족 총격범을 모두 회수하고도 전쟁의 원흉 와타나베에게 직접 갈 이유를 확정한다.","서영태·백낙영에게서 야쿠자 은신 정보를 뽑아 시모무라까지 생포한다.","신태철 쪽 수사관은 남산에서 서영태와 백낙영을 이경식에게 넘기고 백낙영의 자백으로 마포 1208호를 찾은 팀은 관리비 수금으로 위장해 시모무라를 최루가스로 제압해 여행가방에 싣는다.","공권력과 사조직의 은밀한 인계가 드러나면 큰 위험이고 강혁과 피케의 부상도 남아 있다.","한국에 들어온 행동대와 시모무라가 모두 정리되어 국내 전장은 일단 닫힌다.","워커힐에서 발크가 이제 서로 한 대씩 쳤으니 전쟁을 끝내자고 제안하지만 강혁은 받을 빚이 남았다고 한다.","복수/결단","강혁은 국내 부하들을 보호하기 위해 전쟁을 끝낼 기회보다 와타나베 수뇌부를 직접 겨누는 길을 택한다.","CIA와의 협상 및 도쿄 잠입·와타나베 제거가 열린다.","서상사파 해체·시모무라 생포","도쿄 수뇌부 제거","L15-O 대한호텔 기습과 서상사파 숙청","high"
"319","319화","","39608","39749","발크는 일본 총선을 앞두고 조직전쟁이 커지면 미국 이해에도 피해가 된다며 강혁을 말린다.","전면전 대신 수뇌 제거라는 강혁식 해법을 세우고 적진 도쿄로 직접 들어가는 결단을 보여준다.","와타나베만 제거해 스미요시가이의 한국 공격을 끝내고 조직 전체와의 소모전을 피한다.","강혁은 CIA에 무기와 내부 세력정보를 요구하고 정예 20명과 전용기로 도쿄에 잠입해 외곽 안가와 총번 지운 MP5·권총·수류탄을 확보한다.","스미요시가이는 백 명이 넘는 공격대를 준비하고 일본은 상대 본거지라 실패하면 전원 고립된다.","CIA가 총선 영향을 피하는 참수작전을 묵인하고 강혁의 소수 정예가 현지 전투 준비를 마친다.","CIA 일본지부 제프리가 와타나베와 충돌해온 고다마 가즈오의 세력과 파견 명령의 숨은 의도를 설명한다.","전략/잠입","발크와 강혁은 서로의 국가·조직 이해를 조정하는 동맹으로 남고 강혁은 부하에게만 맡기지 않고 적진 선두에 선다.","고다마를 적의 적으로 끌어들일 수 있는지가 다음 관문이다.","참수작전 합의·도쿄 무장 완료","고다마 포섭","L15-P 도쿄 잠입과 고다마 동맹","high"
"320","320화","","39750","39889","제프리는 와타나베가 강혁과의 전쟁으로 경쟁자 고다마의 병력까지 소모시키려 한다고 분석한다.","주인공이 가족과의 귀환 약속을 붙들고 적 내부의 균열을 납치·협상 기회로 바꾸는 장면을 준다.","고다마가 와타나베를 배신할 동기를 확인하고 직접 만나 동맹을 제안한다.","강혁은 마이애미의 수영과 통화해 이번 일 뒤 직접 데리러 가겠다고 약속한 뒤 로즈마리 술집 지하주차장에서 고다마와 경호원을 기습해 납치한다.","수영은 몸조심하라고 떨리는 목소리로 당부하고 고다마는 반란 충동을 누르며 조직원들을 다독인 직후라 강혁을 적으로 볼 수 있다.","고다마가 와타나베의 숙청 의도를 정확히 알고도 때를 기다리는 야심가임이 확인되고 강혁은 피 한 방울 흘리지 않고 그를 확보한다.","강혁은 폐공사장으로 고다마를 끌고 가 대화를 시작하겠다고 한다.","가족/동맹","수영과의 귀환 약속은 강혁이 무모한 복수에 끝을 정하게 하는 삶의 기준이고 고다마와는 공포보다 이해관계로 대화를 연다.","와타나베 제거 뒤 권력 승계와 한국 재산을 놓고 동맹 조건을 정해야 한다.","고다마 납치","고다마 동맹협상","L15-P 도쿄 잠입과 고다마 동맹","high"
"321","321화","","39890","40019","폐호텔 공사장에서 강혁은 고다마의 결박을 풀고 와타나베의 숙청 의도를 정면으로 짚는다.","적의 후계자를 동맹으로 바꾸고 백민용까지 합법수사와 야쿠자 숙청 사이에 가두는 이중 결산을 준다.","와타나베를 직접 죽인 뒤 고다마가 친위세력을 정리하게 해 전쟁을 짧게 끝낸다.","강혁은 스미요시가이 이권은 요구하지 않고 한국 투자·재산 전부와 재진입 금지만 조건으로 제시해 고다마와 악수하며 목상윤에게는 백민용 범죄 단서를 흘린다.","동맹이 들키면 강혁 소수팀은 와타나베·고다마 양쪽의 적이 되고 백민용은 경찰 수사에도 과거 인맥으로 빠져나갈 가능성이 있다.","고다마가 와타나베 사후 조직 장악 계획에 동의하고 목상윤은 자금세탁·횡령 증거로 백민용을 유치장에 넣는다.","와타나베는 쓸모없어진 백민용이 조직 정보를 말하지 못하도록 아베에게 제거를 지시한다.","동맹/단죄","강혁-고다마 관계는 원수의 공격대장과 표적에서 서로의 적을 제거하는 한시적 동맹으로 전환된다.","백민용 암살과 와타나베 저택 습격 준비가 동시에 진행된다.","고다마 동맹·백민용 체포","백민용 입막음·와타나베 습격","L15-P 도쿄 잠입과 고다마 동맹","high"
"322","322화","","40020","40142","유치장에 갇힌 백민용은 외부 인맥으로 빠져나오려 하지만 스미요시가이가 심은 살인자와 같은 방에 들어간다.","오랜 원수가 자기 동업자의 손에 제거되는 아이러니를 결산하고 최종 적 저택의 실제 방어선을 제시한다.","백민용의 죽음 뒤 한국 잔존조직을 쓸고 와타나베 제거작전의 보안을 완성한다.","야쿠자 청부자는 붕대로 잠든 백민용의 목을 졸라 죽이고 최수혁도 병원으로 가다 덤프트럭 충돌로 즉사하며 강혁은 차문호에게 한국 연결조직 전부를 찾게 한다.","스미요시가이는 경찰서 안까지 손을 뻗고 와타나베 저택에는 권총·회칼로 무장한 70명이 24시간 교대한다.","강혁의 가족과 회사를 계속 괴롭힌 백민용-최수혁 선이 완전히 끊기고 고다마가 400~500명으로 친위세력 후방을 칠 준비를 마친다.","강혁은 습격 직전까지 정체를 숨기는 것이 승패라며 저택 배치도를 놓고 보안을 재차 명령한다.","원수/준비","백민용은 마지막까지 타인을 이용하다 동업자에게 버려지고 강혁은 직접 손대지 않은 채 오래된 원수의 최후를 맞는다.","70명 경비의 와타나베 저택을 20명으로 돌파해야 하는 최종 결전이 남는다.","백민용·최수혁 사망","와타나베 저택 참수작전","L15-P 도쿄 잠입과 고다마 동맹","high"
"323","323화","","40143","40301","와타나베가 고다마에게 한국 장기주둔까지 떠넘기자 고다마는 더 미룰 이유를 잃는다.","내부 배신과 외부 정예가 정확히 맞물려 최종 단죄가 개시되는 결전의 문을 연다.","포섭한 경비 정보와 저격수를 이용해 정문을 조용히 열고 와타나베의 안채까지 돌파한다.","고다마는 다음날 거사를 요청하고 강혁은 빚진 경비 츠요시에게 잔금을 지급한 뒤 전영철의 소음저격으로 문지기들을 제거하고 MP5로 정원·바깥채를 밀어붙인다.","저택에는 60명 넘는 무장 야쿠자가 남고 한 명이 권총을 발사해 은밀한 침투가 조기에 들킨다.","고다마의 죄책감이 사라지고 경비 배치·내부 동요·후속 쿠데타가 모두 강혁의 시간표에 맞춰진다.","총성이 울려 저택 전체가 깨어나고 엄폐물 뒤 야쿠자들이 응사하면서 정면 총격전이 시작된다.","단죄/돌입","고다마는 충성보다 생존과 권력을 선택하고 강혁은 돈으로 산 내부문보다 끝까지 함께 들어오는 부하들의 전투 의리에 기대 전진한다.","바깥채 돌파 피해와 와타나베 대면이 남는다.","고다마 거사 확정·정문 제압","저택 전면전·와타나베 대면","L15-Q 와타나베 저택 단죄","high"
"324","324화","","40302","40466","강혁 일행은 엄폐물을 잡은 야쿠자들에게 막히고 부하가 총상을 입는다.","희생을 치른 끝에 와타나베를 직접 처형하고 전쟁·한소 인수·그룹 성장까지 한꺼번에 결산한다.","안채를 돌파해 와타나베를 죽이고 경찰 도착 전 부상자와 전원을 철수시킨다.","강혁은 섬광탄·수류탄으로 길을 열고 박종규 등 다섯 부하를 잃으면서도 피케·이경식과 본실에 들어가 아베를 사살하고 와타나베의 머리에 직접 방아쇠를 당긴다.","피케가 허벅지 총상을 입고 강혁도 방탄조끼에 맞으며 경찰 사이렌이 다가오는 시간 압박 속에서 사망자까지 데려가야 한다.","와타나베가 죽고 고다마는 이틀 만에 스미요시가이를 장악하며 한 달 뒤 한국 사업·재산 전부를 강혁에게 넘긴다.","강혁은 그 재산과 한소 지배력을 바탕으로 구조조정 계열사를 흡수해 미리내를 재계 5위권으로 키운다.","승리/대가","강혁은 다친 피케를 직접 부축하고 죽은 부하도 버리지 않는 의리를 지키지만 승리의 값으로 다섯 사람을 잃는다.","전쟁 뒤 강혁이 선택하는 일상과 수영에게 한 귀환 약속의 결산이 남는다.","와타나베 처형·스미요시가이 전쟁 종결·한소 흡수","가족 귀환·삶의 종착","L15-Q 와타나베 저택 단죄","high"
"325","325화","","40467","40575","세월이 흘러 강혁은 햇볕 드는 집 서재에서 아무 일 없는 평온을 가장 귀한 것으로 느낀다.","모든 선택과 대결의 종착을 수영의 둘째 출산과 가족의 시간으로 지불한다.","진통이 시작된 수영을 병원에 데려가 곁을 지키고 새 아이를 맞는다.","강혁은 수영을 차에 태워 병원으로 달려가 분만실 밖에서 이미 네댓 살이 된 아들과 기다린 뒤 갓 태어난 딸을 보고 수영의 이마에 입맞춘다.","예정보다 일주일 빠른 출산에 수영은 긴 진통을 견디고 강혁은 아무 권력도 대신할 수 없는 무력한 기다림을 감수한다.","첫아들은 동생을 챙길 형이 되고 강혁과 수영은 둘째 딸을 무사히 얻어 전쟁 뒤 가족의 미래를 완성한다.","두 사람은 아들 장가와 딸의 성장까지 함께 늙어가자고 약속하며 이야기가 닫힌다.","가족/완결","강혁의 삶의 진로는 더 큰 권력이나 전쟁이 아니라 수영과 두 아이 곁의 평범한 나날을 지키는 것으로 귀착된다.","닫힌 결말로 별도의 외부 갈등 훅은 남기지 않는다.","수영 출산·가족 미래·강혁의 귀환 약속","","L15-R 둘째 출산과 평온한 종착","high"
