ordinal,arc_id,start_sequence,end_sequence,source_arc_ids,decision,arc_name,dominant_question,evidence_anchor,boundary_line_evidence,predecessor_payoff,next_first_action,bridge_climax_ownership,ledger_sha256,source_sha256
52,DCA-N32B,345,351,DCA-N32,SPLIT,도산 장비·텍사스 부지·체셔피크 셰일망,도산 장비·텍사스 부지·체셔피크 셰일망의 약속을 태우 동맹이 에너지·정치·금융으로 입체화된다.까지 실제 장면으로 결산하는가?,L60485~L60502;L61657~L61674,L60485~L60502;L61657~L61674; predecessor=344화 L60319~L60493: 태우가 세계 제약 연구비를 대는 핵심 주주로 오른다.; next=345화 L60494~L60656: 후분양 10곳 확대를 요구하고 박민용에게 매입가 그대로 현금 인수를 제안한다.,344화 L60319~L60493: 태우가 세계 제약 연구비를 대는 핵심 주주로 오른다.,345화 L60494~L60656: 후분양 10곳 확대를 요구하고 박민용에게 매입가 그대로 현금 인수를 제안한다.,351화의 지급 ‘태우 동맹이 에너지·정치·금융으로 입체화된다.’은 DCA-N32B 소유다. 끝 훅 ‘유럽 금융사를 더 끌어와야 한다.’은 bridge이고 352화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
53,DCA-N32C,352,356,DCA-N32,SPLIT,금융타워·제1야당과 직원 가족제도,금융타워·제1야당과 직원 가족제도의 약속을 성공 보상이 직원 가족의 삶으로 내려간다.까지 실제 장면으로 결산하는가?,L61657~L61674,L61657~L61674; predecessor=351화 L61506~L61665: 태우 동맹이 에너지·정치·금융으로 입체화된다.; next=352화 L61666~L61849: 퀀텀·버크셔·핀테크·노무라·BNP를 완공식에 모으고 홍콩 통제 위험을 설득한다.,351화 L61506~L61665: 태우 동맹이 에너지·정치·금융으로 입체화된다.,352화 L61666~L61849: 퀀텀·버크셔·핀테크·노무라·BNP를 완공식에 모으고 홍콩 통제 위험을 설득한다.,356화의 지급 ‘성공 보상이 직원 가족의 삶으로 내려간다.’은 DCA-N32C 소유다. 끝 훅 ‘정책을 실제 정착시켜야 한다.’은 bridge이고 357화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
54,DCA-N33,357,368,DCA-N33,SHIFT,신사옥·대선·사드와 투게더워크-ARN 교환,신사옥·대선·사드와 투게더워크-ARN 교환의 약속을 태우는 독사과를 넘기고 미래 600억 달러 설계사를 얻는다.까지 실제 장면으로 결산하는가?,L64593~L64610,L64593~L64610; predecessor=356화 L62332~L62511: 성공 보상이 직원 가족의 삶으로 내려간다.; next=357화 L62512~L62684: 후쿠다·천민정 의견을 받아 임원 접근금지 커뮤니티를 만들고 완공식에서 오희건·머스크를 맞는다.,356화 L62332~L62511: 성공 보상이 직원 가족의 삶으로 내려간다.,357화 L62512~L62684: 후쿠다·천민정 의견을 받아 임원 접근금지 커뮤니티를 만들고 완공식에서 오희건·머스크를 맞는다.,368화의 지급 ‘태우는 독사과를 넘기고 미래 600억 달러 설계사를 얻는다.’은 DCA-N33 소유다. 끝 훅 ‘리사에게 사후 통보해야 한다.’은 bridge이고 369화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
55,DCA-N33B,369,373,DCA-N33+DCA-N33B,MERGE_SHIFT,테이퍼링 3단 금융작전과 3차 석유전 준비,테이퍼링 3단 금융작전과 3차 석유전 준비의 약속을 금융사 전부가 먹어도 남을 새 프로젝트가 열린다.까지 실제 장면으로 결산하는가?,L64593~L64610,L64593~L64610; predecessor=368화 L64429~L64601: 태우는 독사과를 넘기고 미래 600억 달러 설계사를 얻는다.; next=369화 L64602~L64774: 긴급계약을 설명하고 ARN·AI 설계를 파운드리 수주와 연결한다.,368화 L64429~L64601: 태우는 독사과를 넘기고 미래 600억 달러 설계사를 얻는다.,369화 L64602~L64774: 긴급계약을 설명하고 ARN·AI 설계를 파운드리 수주와 연결한다.,373화의 지급 ‘금융사 전부가 먹어도 남을 새 프로젝트가 열린다.’은 DCA-N33B 소유다. 끝 훅 ‘한정훈은 양적완화 연습경기보다 훨씬 큰 3차 석유전쟁 타임라인을 후쿠다·데이비드·다이먼과 짜야 한다.’은 bridge이고 374화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
56,DCA-N33C,374,377,DCA-N33C,KEEP,몽골 운송병목·크림제재와 중국 판로협상,몽골 운송병목·크림제재와 중국 판로협상의 약속을 차기 중국 권력자와 운송사업·20년 계약의 협상선을 열고 주석 보고 약속을 얻는다. 실제 장기계약과 자원 판로는 아직 전이다.까지 실제 장면으로 결산하는가?,L65471~L66170,L65471~L66170; predecessor=373화 L65295~L65470: 금융사 전부가 먹어도 남을 새 프로젝트가 열린다.; next=374화 L65471~L65627: 저궤도 통신·전기차·자원 인프라 계획을 재확인하고 금융타워의 크림반도 투자금을 유지한다.,373화 L65295~L65470: 금융사 전부가 먹어도 남을 새 프로젝트가 열린다.,374화 L65471~L65627: 저궤도 통신·전기차·자원 인프라 계획을 재확인하고 금융타워의 크림반도 투자금을 유지한다.,377화의 지급 ‘차기 중국 권력자와 운송사업·20년 계약의 협상선을 열고 주석 보고 약속을 얻는다. 실제 장기계약과 자원 판로는 아직 전이다.’은 DCA-N33C 소유다. 끝 훅 ‘사우디 증산 시점과 왕위승계를 확인하러 간다.’은 bridge이고 378화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
57,DCA-N33D,378,380,DCA-N33D,KEEP,살만 왕위동맹과 OPEC 증산 원유숏,"살만 왕위동맹과 OPEC 증산 원유숏의 약속을 원유 110→105달러, 5배 레버리지 25% 이상, 준비기간 자금 하루 만의 전액 회수가 지급된다.까지 실제 장면으로 결산하는가?",L66171~L66742,L66171~L66742; predecessor=377화 L65986~L66170: 차기 중국 권력자와 운송사업·20년 계약의 협상선을 열고 주석 보고 약속을 얻는다. 실제 장기계약과 자원 판로는 아직 전이다.; next=378화 L66171~L66350: 살만에게 증산 피해와 빈 살만 왕세자화를 경고하며 부패 왕족 숙청 구상을 꺼낸다.,377화 L65986~L66170: 차기 중국 권력자와 운송사업·20년 계약의 협상선을 열고 주석 보고 약속을 얻는다. 실제 장기계약과 자원 판로는 아직 전이다.,378화 L66171~L66350: 살만에게 증산 피해와 빈 살만 왕세자화를 경고하며 부패 왕족 숙청 구상을 꺼낸다.,"380화의 지급 ‘원유 110→105달러, 5배 레버리지 25% 이상, 준비기간 자금 하루 만의 전액 회수가 지급된다.’은 DCA-N33D 소유다. 끝 훅 ‘유가 하락이 어느 기업·국가부터 무너뜨릴지 남는다.’은 bridge이고 381화 실제 행동은 다음 Arc가 소유한다.",52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
58,DCA-N34,381,396,DCA-N34,KEEP,헤스·체셔피크·가이아나와 카노스 공개매수 함정,헤스·체셔피크·가이아나와 카노스 공개매수 함정의 약속을 헤스 방어가 월가자산 흡수 단계로 넘어간다.까지 실제 장면으로 결산하는가?,L67576~L67593;L68443~L68460;L69340~L69357,"L67576~L67593;L68443~L68460;L69340~L69357; predecessor=380화 L66548~L66742: 원유 110→105달러, 5배 레버리지 25% 이상, 준비기간 자금 하루 만의 전액 회수가 지급된다.; next=381화 L66743~L66910: 천민정에게 훔친 AI의 신약효과를 줄이고 부작용을 늘리게 하며 금융사별 수익을 배분한다.","380화 L66548~L66742: 원유 110→105달러, 5배 레버리지 25% 이상, 준비기간 자금 하루 만의 전액 회수가 지급된다.",381화 L66743~L66910: 천민정에게 훔친 AI의 신약효과를 줄이고 부작용을 늘리게 하며 금융사별 수익을 배분한다.,396화의 지급 ‘헤스 방어가 월가자산 흡수 단계로 넘어간다.’은 DCA-N34 소유다. 끝 훅 ‘최재석은 중임제와 평창재단 갈취를 상의한다.’은 bridge이고 397화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
59,DCA-N34B,397,399,DCA-N34B,KEEP,카노스 청소부 전향과 한정훈 지휘권 승계,카노스 청소부 전향과 한정훈 지휘권 승계의 약속을 정권·중국·바이오 세 갈취판 중 가장 큰 신약 기회가 열린다.까지 실제 장면으로 결산하는가?,L69538~L70053,L69538~L70053; predecessor=396화 L69349~L69537: 헤스 방어가 월가자산 흡수 단계로 넘어간다.; next=397화 L69538~L69724: 박만득 은퇴·인수인계를 지시하고 카노스에게 동료 펀드 배신과 자산 흡수를 제안한다.,396화 L69349~L69537: 헤스 방어가 월가자산 흡수 단계로 넘어간다.,397화 L69538~L69724: 박만득 은퇴·인수인계를 지시하고 카노스에게 동료 펀드 배신과 자산 흡수를 제안한다.,399화의 지급 ‘정권·중국·바이오 세 갈취판 중 가장 큰 신약 기회가 열린다.’은 DCA-N34B 소유다. 끝 훅 ‘로보가 폐기하려는 신약을 태우가 헐값에 확보할 수 있는가?’은 bridge이고 400화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
60,DCA-N34C,400,401,DCA-N34C,KEEP,로보 GLP-1 권리계약과 중국숏 D-DAY,로보 GLP-1 권리계약과 중국숏 D-DAY의 약속을 바이오 독점과 국가급 금융작전이 동시에 실행된다.까지 실제 장면으로 결산하는가?,L70054~L70406,L70054~L70406; predecessor=399화 L69891~L70053: 정권·중국·바이오 세 갈취판 중 가장 큰 신약 기회가 열린다.; next=400화 L70054~L70215: 천민정의 시스템 정보로 선점하고 데이비드가 포섭한 에릭센을 통해 이사회 매각안을 통과시킨다.,399화 L69891~L70053: 정권·중국·바이오 세 갈취판 중 가장 큰 신약 기회가 열린다.,400화 L70054~L70215: 천민정의 시스템 정보로 선점하고 데이비드가 포섭한 에릭센을 통해 이사회 매각안을 통과시킨다.,401화의 지급 ‘바이오 독점과 국가급 금융작전이 동시에 실행된다.’은 DCA-N34C 소유다. 끝 훅 ‘중국 하루 증발자금을 얼마나 포집할지가 남는다.’은 bridge이고 402화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
61,DCA-N35,402,410,DCA-N35,KEEP,중국숏·삼진 생산동맹과 메르스 긴급승인,중국숏·삼진 생산동맹과 메르스 긴급승인의 약속을 태우는 단기 주가 대신 팬데믹 기술·거시수익을 선택한다.까지 실제 장면으로 결산하는가?,L70916~L70931,L70916~L70931; predecessor=401화 L70216~L70406: 바이오 독점과 국가급 금융작전이 동시에 실행된다.; next=402화 L70407~L70589: 금융사 이익 일부를 차명계좌로 중국 수뇌부에 보내고 병원에서 오희건의 후계 부탁을 듣는다.,401화 L70216~L70406: 바이오 독점과 국가급 금융작전이 동시에 실행된다.,402화 L70407~L70589: 금융사 이익 일부를 차명계좌로 중국 수뇌부에 보내고 병원에서 오희건의 후계 부탁을 듣는다.,410화의 지급 ‘태우는 단기 주가 대신 팬데믹 기술·거시수익을 선택한다.’은 DCA-N35 소유다. 끝 훅 ‘2~3월 브렉시트 작전 공개가 예정된다.’은 bridge이고 411화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
62,DCA-N36,411,414,DCA-N36,SPLIT,군산·새만금 투자와 사우디·신약 생산동맹,군산·새만금 투자와 사우디·신약 생산동맹의 약속을 태우는 글로벌 신약 생산동맹과 사우디 차기권력을 확보한다.까지 실제 장면으로 결산하는가?,L72655~L72672,L72655~L72672; predecessor=410화 L71797~L71965: 태우는 단기 주가 대신 팬데믹 기술·거시수익을 선택한다.; next=411화 L71966~L72141: 서울 지지율 30퍼센트를 계산하고 호남 공략을 위해 군산 조선소와 새만금에 쓸 10억 달러를 별도 자금으로 빼 두라고 지시한다.,410화 L71797~L71965: 태우는 단기 주가 대신 팬데믹 기술·거시수익을 선택한다.,411화 L71966~L72141: 서울 지지율 30퍼센트를 계산하고 호남 공략을 위해 군산 조선소와 새만금에 쓸 10억 달러를 별도 자금으로 빼 두라고 지시한다.,414화의 지급 ‘태우는 글로벌 신약 생산동맹과 사우디 차기권력을 확보한다.’은 DCA-N36 소유다. 끝 훅 ‘김민재는 숙청 뒤에는 돌아오지 못할 빈 살만의 옛 모습을 기억하며 그와 밤새 이야기하기로 한다.’은 bridge이고 415화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
63,DCA-N36B,415,419,DCA-N36,SPLIT,중국폭락·자율주행과 ASML 지분 수확,중국폭락·자율주행과 ASML 지분 수확의 약속을 삼진 승계를 결산하고 ASML 지분 3퍼센트 매매 합의와 추가 매집 지시를 얻는다. 지분 이전·장비 우선권은 실무계약 이후다.까지 실제 장면으로 결산하는가?,L72655~L72672;L73516~L73533,L72655~L72672;L73516~L73533; predecessor=414화 L72491~L72663: 태우는 글로벌 신약 생산동맹과 사우디 차기권력을 확보한다.; next=415화 L72664~L72834: 중국 서킷브레이커를 점검하며 사장단회의에서 범캣 AI·자동차 데이터를 렌터카와 협업시킨다.,414화 L72491~L72663: 태우는 글로벌 신약 생산동맹과 사우디 차기권력을 확보한다.,415화 L72664~L72834: 중국 서킷브레이커를 점검하며 사장단회의에서 범캣 AI·자동차 데이터를 렌터카와 협업시킨다.,419화의 지급 ‘삼진 승계를 결산하고 ASML 지분 3퍼센트 매매 합의와 추가 매집 지시를 얻는다. 지분 이전·장비 우선권은 실무계약 이후다.’은 DCA-N36B 소유다. 끝 훅 ‘최재석이 생각을 정리한 해운업 문제를 다음 날 어떤 조건으로 풀지 남는다.’은 bridge이고 420화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
64,DCA-N36C,420,426,DCA-N36,SPLIT,새만금·부산항·PF 기업동맹과 대통령 하야,새만금·부산항·PF 기업동맹과 대통령 하야의 약속을 김민재와 최재석의 압박이 대통령의 전국 생중계 자진 사퇴 약속을 끌어낸다.까지 실제 장면으로 결산하는가?,L73516~L73533;L73681~L73698;L74525~L74542,"L73516~L73533;L73681~L73698;L74525~L74542; predecessor=419화 L73360~L73524: 삼진 승계를 결산하고 ASML 지분 3퍼센트 매매 합의와 추가 매집 지시를 얻는다. 지분 이전·장비 우선권은 실무계약 이후다.; next=420화 L73525~L73689: 최재석과 새만금 화학단지 안전·해운 빅딜 방향을 합의하고, 수도권·광역시 부동산 PF 30조 원을 금융타워에 권유하되 참여가 없으면 태우 자금으로 하겠다고 정한다.",419화 L73360~L73524: 삼진 승계를 결산하고 ASML 지분 3퍼센트 매매 합의와 추가 매집 지시를 얻는다. 지분 이전·장비 우선권은 실무계약 이후다.,"420화 L73525~L73689: 최재석과 새만금 화학단지 안전·해운 빅딜 방향을 합의하고, 수도권·광역시 부동산 PF 30조 원을 금융타워에 권유하되 참여가 없으면 태우 자금으로 하겠다고 정한다.",426화의 지급 ‘김민재와 최재석의 압박이 대통령의 전국 생중계 자진 사퇴 약속을 끌어낸다.’은 DCA-N36C 소유다. 끝 훅 ‘모든 책임을 지고 물러나겠다는 대통령의 한 문장이 실제 하야와 대선 시계를 어떻게 움직일지 남는다.’은 bridge이고 427화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
