sequence,visible_label,field,source_lines,manager_start_before,pre_rejection_after,stage_after,bidirectional_result,evidence,adjudication
680,680,ending_hook,L118112~L118272,파리에서 구디너프와 T-9을 공개했을 때 공급계약이 얼마나 몰릴지가 남는다.,파리에서 구디너프와 완성된 고체배터리를 공개했을 때 공급계약이 얼마나 몰릴지가 남는다.,파리에서 구디너프와 완성된 고체배터리를 공개했을 때 공급계약이 얼마나 몰릴지가 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
685,685,reader_promise,L118957~L119112,24조 원 원전·현지공장·데이터센터를 따고 센트리언 성장에 한아약품을 붙이는 약속.,24조 원 원전·현지공장·데이터센터를 따고 센트리언 성장에 새 국내 제약사를 붙이는 약속.,24조 원 원전·현지공장·데이터센터를 따고 센트리언 성장에 새 국내 제약사를 붙이는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
685,685,resistance_or_cost,L118957~L119112,원전금융·현지의무가 크고 한아약품 가족지분은 시장에서 살 수 없다.,원전금융·현지의무가 크고 제약 M&A 대상·지분구조·경영권 변수는 아직 조사 전이다.,원전금융·현지의무가 크고 제약 M&A 대상·지분구조·경영권 변수는 아직 조사 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
686,686,reader_promise,L119113~L119275,20퍼센트 프리미엄과 연구독립 약속으로 모녀지분을 사고 아폴로가 붙은 형제와 맞서는 약속.,20퍼센트 프리미엄과 연구독립 약속으로 모녀지분을 사고 월가 사모펀드가 붙은 형제와 맞서는 약속.,20퍼센트 프리미엄과 연구독립 약속으로 모녀지분을 사고 월가 사모펀드가 붙은 형제와 맞서는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
686,686,action,L119113~L119275,한아약품 모녀 지분을 20퍼센트 프리미엄에 사서 아폴로가 붙은 아들들과 맞선다,한아약품 모녀 지분을 20퍼센트 프리미엄에 사서 월가 사모펀드가 붙은 아들들과 맞선다.,한아약품 모녀 지분을 20퍼센트 프리미엄에 사서 월가 사모펀드가 붙은 아들들과 맞선다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
686,686,resistance_or_cost,L119113~L119275,모녀지분만으로는 과반이 안 되고 형제는 세계 4대 사모펀드 지원을 받는다.,모녀지분만으로 과반이 안 되고 형제는 월가 사모펀드 지원을 받는다.,모녀지분만으로 과반이 안 되고 형제는 월가 사모펀드 지원을 받는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
686,686,ending_hook,L119113~L119275,아폴로가 형제지분을 누구에게 팔고 경영권 과반이 완성될지가 남는다.,형제와 월가 사모펀드가 가진 지분을 누가 확보해 경영권 과반을 만들 것인가?,형제와 월가 사모펀드가 가진 지분을 누가 확보해 경영권 과반을 만들 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
686,686,opened_loops,L119113~L119275,"형제·아폴로 지분, 고용·연구 승계.",형제·월가 사모펀드 지분; 고용·연구 승계,형제·월가 사모펀드 지분; 고용·연구 승계,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
697,697,ending_hook,L120802~L120950,필립 호프만이 규모 세 배·데이터센터·원전 제안을 받을지가 남는다.,오셔닉스 대표가 규모 세 배·데이터센터·원전 제안을 받을지가 남는다.,오셔닉스 대표가 규모 세 배·데이터센터·원전 제안을 받을지가 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
699,699,turn_or_reveal,L121095~L121243,아직 검토도 안 한 해저터널을 굳이 꺼낸 것은 김민재의 대륙물류 그림에 필요한 숨은 요소이기 때문이다.,아직 검토도 안 한 해저터널을 굳이 꺼낸 것은 김민재가 밝히지 않은 큰 그림에 필요한 요소이기 때문이다.,아직 검토도 안 한 해저터널을 굳이 꺼낸 것은 김민재가 밝히지 않은 큰 그림에 필요한 요소이기 때문이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
699,699,ending_hook,L121095~L121243,김민재가 아직 밝히지 않은 해저터널 구상을 어떤 노선·경제권 목적에 쓸 것인가?,김민재가 아직 밝히지 않은 해저터널의 더 큰 그림은 무엇인가?,김민재가 아직 밝히지 않은 해저터널의 더 큰 그림은 무엇인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
699,699,opened_loops,L121095~L121243,해저터널 노선·숨은 목적; 여름착공·엑스포 활용,해저터널 구체안·숨은 목적; 여름착공·엑스포 활용,해저터널 구체안·숨은 목적; 여름착공·엑스포 활용,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
700,700,protagonist_goal,L121244~L121402,정치적 비용이 큰 노선을 제거하고 이오닉스 공개로 단기혁신을 증명한다.,정치적 비용이 큰 노선을 제거하고 세계 최초 고체배터리 전기차 공개로 단기혁신을 증명한다.,정치적 비용이 큰 노선을 제거하고 세계 최초 고체배터리 전기차 공개로 단기혁신을 증명한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
700,700,paid_reward,L121244~L121402,한일터널안은 거절되고 북방육로 구상과 이오닉스 출시계획이 남는다.,한일터널안은 거절되고 북방육로 구상과 고체배터리 전기차 출시계획이 남는다.,한일터널안은 거절되고 북방육로 구상과 고체배터리 전기차 출시계획이 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
700,700,ending_hook,L121244~L121402,한일터널을 버리고 남긴 북방육로 구상과 이오닉스 출시계획을 실제 시장·물류 성과로 만들 수 있는가?,한일터널을 버리고 남긴 북방육로 구상과 고체배터리 전기차 출시계획을 실제 시장·물류 성과로 만들 수 있는가?,한일터널을 버리고 남긴 북방육로 구상과 고체배터리 전기차 출시계획을 실제 시장·물류 성과로 만들 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
700,700,opened_loops,L121244~L121402,이오닉스 출시·판매; 북방육로 구체화; 고체배터리 양산,고체배터리 전기차 출시·판매; 북방육로 구체화; 고체배터리 양산,고체배터리 전기차 출시·판매; 북방육로 구체화; 고체배터리 양산,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
701,701,ending_hook,L121403~L121548,생산을 열 배 늘리고 해외 완성차의 한국진출을 로열티사업으로 받을지가 남는다.,10만 대 예약·1년 대기열을 감당할 생산량을 늘리고 AI 충성고객을 실제로 유지할 수 있는가?,10만 대 예약·1년 대기열을 감당할 생산량을 늘리고 AI 충성고객을 실제로 유지할 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
701,701,opened_loops,L121403~L121548,양산확대·해외 로열티·고체배터리 독점.,이오닉스 양산확대·예약물량 인도; AI 충성고객,이오닉스 양산확대·예약물량 인도; AI 충성고객,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
703,703,ending_hook,L121691~L121850,리강이 단독법인·특구·시진핑 방한을 얼마나 내줄지가 남는다.,리강이 기술이전 거부를 받아들이면서 중국과 관계를 지킬 어떤 대가·조건을 내놓을 것인가?,리강이 기술이전 거부를 받아들이면서 중국과 관계를 지킬 어떤 대가·조건을 내놓을 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
703,703,opened_loops,L121691~L121850,태우 단독법인 특례·중국 특구·정상방한.,리강의 대체조건; 고체배터리 기술이전 거부와 중국 관계 유지,리강의 대체조건; 고체배터리 기술이전 거부와 중국 관계 유지,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
705,705,resistance_or_cost,L121998~L122166,사우디가 압도적 선두이고 170여 회원국 표를 일일이 확보해야 한다.,사우디가 압도적 선두이고 회원국마다 한 표씩 설득해야 한다.,사우디가 압도적 선두이고 회원국마다 한 표씩 설득해야 한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
706,706,ending_hook,L122167~L122316,김태중과 리즈경기를 본 뒤 빈 살만에게 직접 포기를 요구할 일이 남는다.,김태중과 빈 살만의 초대로 영국에서 만났을 때 엑스포 경쟁을 어떤 조건으로 풀지가 남는다.,김태중과 빈 살만의 초대로 영국에서 만났을 때 엑스포 경쟁을 어떤 조건으로 풀지가 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
706,706,opened_loops,L122167~L122316,사우디 엑스포 양보·대체보상.,빈 살만과 엑스포 협상; 사우디와의 관계,빈 살만과 엑스포 협상; 사우디와의 관계,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
707,707,ending_hook,L122317~L122468,2034 월드컵·네옴 지원이 체면 있는 대안이 될지가 남는다.,처음 차갑게 얼어붙은 자리에서 빈 살만이 부산 엑스포 양보 요구를 받아들일 것인가?,처음 차갑게 얼어붙은 자리에서 빈 살만이 부산 엑스포 양보 요구를 받아들일 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
707,707,opened_loops,L122317~L122468,후보철회·관계회복.,사우디 후보철회 여부; 빈 살만과 관계회복,사우디 후보철회 여부; 빈 살만과 관계회복,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
710,710,reader_promise,L122799~L122944,아람코 0.6퍼센트를 받고 AI·엔비디아 시장까지 점검해 아시아 금융장악 D-DAY로 넘어가는 약속.,아람코 0.6퍼센트를 받고 AI·엔비디아 지분시장까지 점검해 아시아 금융장악 D-DAY로 넘어가는 약속.,아람코 0.6퍼센트를 받고 AI·엔비디아 지분시장까지 점검해 아시아 금융장악 D-DAY로 넘어가는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
710,710,protagonist_goal,L122799~L122944,지분을 인수하고 조지의 엔화청산·미 국채매각 시간을 확정한다.,지분을 인수하고 유토피아 그룹의 엔비디아 보유설을 확인하며 조지의 엔화청산·미 국채매각 시간을 정한다.,지분을 인수하고 유토피아 그룹의 엔비디아 보유설을 확인하며 조지의 엔화청산·미 국채매각 시간을 정한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
710,710,action,L122799~L122944,"아람코 0.6퍼센트를 사고 AI 투자광풍·엔비디아 사기꾼을 점검한 뒤, 조지에게 일본 금융공격 D-DAY를 정하라고 맡긴다.","아람코 0.6퍼센트를 사고 AI 투자광풍·유토피아 그룹의 엔비디아 대주주설을 점검한 뒤, 조지에게 일본 금융공격 D-DAY를 정하라고 맡긴다.",사우디가 2030 엑스포 후보를 공식 철회하고 부산 지지로 돌아선다. 아람코 0.6퍼센트 지분매각 계약서를 받아 핀테크 처리에 넘긴 뒤 AI 투자광풍·유토피아의 엔비디아 보유설을 점검하고 조지에게 일본 금융공격 D-DAY 결정을 맡긴다.,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
710,710,resistance_or_cost,L122799~L122944,AI 열풍에 사기·과대평가가 섞이고 50배 엔화작전은 사상 최대 손실도 가능하다.,AI 열풍에 과대평가·불투명한 엔비디아 보유설이 섞이고 50배 엔화작전은 사상 최대 손실도 가능하다.,AI 열풍에 과대평가·불투명한 엔비디아 보유설이 섞이고 50배 엔화작전은 사상 최대 손실도 가능하다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
711,711,paid_reward,L122945~L123129,바그너 불만·엔비디아 과열과 중국특구 위험목록이 확인된다.,바그너 불만·엔비디아 과열과 중국 재진출의 정책위험이 확인된다. 구체 특혜안은 아직 제시되지 않는다.,바그너 불만·엔비디아 과열과 중국 재진출의 정책위험이 확인된다. 구체 특혜안은 아직 제시되지 않는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
711,711,ending_hook,L122945~L123129,시진핑이 태우 전용특구와 동맹가입을 어디까지 제시할지가 남는다.,시진핑과 직접 대화할 때 중국 재진출의 독을 뺄 어떤 안전장치를 요구할 수 있는가?,시진핑과 직접 대화할 때 중국 재진출의 독을 뺄 어떤 안전장치를 요구할 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
711,711,opened_loops,L122945~L123129,시진핑 방한·특구조건·바그너 이동.,시진핑 회담; 중국 재진출 안전장치; 바그너 이동,시진핑 회담; 중국 재진출 안전장치; 바그너 이동,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
712,712,action,L123130~L123300,시진핑 방한에서 자동차동맹·산업동맹 가입 요구를 받고 태우 전용 특구 제안을 듣는다,시진핑 방한에서 자동차·산업동맹 가입 요구를 받고 태우 전용 특수경제구역 제안을 듣는다.,시진핑 방한에서 자동차·산업동맹 가입 요구를 받고 태우 전용 특수경제구역 제안을 듣는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
712,712,paid_reward,L123130~L123300,시진핑이 동맹가입·전업종 태우특구를 공식 제시한다.,시진핑이 동맹 가입과 태우 전용 특수경제구역을 공식 제시한다.,시진핑이 동맹 가입과 태우 전용 특수경제구역을 공식 제시한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
712,712,ending_hook,L123130~L123300,시진핑이 제시한 전업종 태우특구와 동맹가입안에서 정부개입을 더 줄이고 철수권·통제권을 확보할 수 있는가?,시진핑의 특수경제구역 제안에서 김민재가 부족하다고 본 안전장치를 어떻게 더 요구할 것인가?,시진핑의 특수경제구역 제안에서 김민재가 부족하다고 본 안전장치를 어떻게 더 요구할 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
712,712,opened_loops,L123130~L123300,태우특구 보강조건; 철수권·통제권; 동맹 임시가입 결정,태우 특수경제구역 추가 안전장치; 동맹 가입 판단,태우 특수경제구역 추가 안전장치; 동맹 가입 판단,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
713,713,opened_loops,L123301~L123480,"차입금 조기상환·D-DAY, 중국 임시가입.",차입금 조기상환·D-DAY; 중국 동맹가입 조건 검토,차입금 조기상환·D-DAY; 중국 동맹가입 조건 검토,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
715,715,ending_hook,L123643~L123789,바그너가 모스크바·가스거점을 얼마나 쥐고 태우가 어떤 에너지이익을 받을지가 남는다.,태우라는 믿는 구석을 가진 프리고진의 무모한 러시아행이 어떤 반란 결과로 이어질 것인가?,러시아행을 택한 프리고진과 바그너가 실제로 무엇을 실행하고 푸틴은 어떻게 대응할 것인가?,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
715,715,opened_loops,L123643~L123789,장기 반란·에너지수익·자동차동맹 중국결정.,바그너 행군·반란 결과; 자동차동맹 중국 결정,중국특구 실제진입; 바그너 행군·반란; 러시아 대응,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
723,723,opened_loops,L124956~L125111,푸틴 조건부 승낙·엔캐리 공격.,푸틴 휴전협상; 러시아·우크라이나 투자보상; 엔캐리 대응,푸틴 휴전협상; 러시아·우크라이나 투자보상; 엔캐리 대응,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
724,724,paid_reward,L125112~L125254,푸틴이 전쟁 이전선 휴전안과 경제패키지에 조건부로 승낙한다.,푸틴이 전쟁 이전선 휴전안과 경제패키지를 듣고 천천히 고개를 끄덕여 수용 의사를 보인다. 구체 조건·최종 합의는 아직 전이다.,푸틴이 전쟁 이전선 휴전안과 경제패키지를 듣고 천천히 고개를 끄덕여 수용 의사를 보인다. 구체 조건·최종 합의는 아직 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
724,724,state_change,L125112~L125254,전쟁을 계속하던 러시아가 바그너 정리와 한국투자를 조건으로 출구를 검토하는 상태로 바뀐다.,전쟁을 계속하던 러시아가 바그너 정리와 한국투자를 조건으로 출구를 검토하고 수용 의사를 보이는 상태로 바뀌지만 구체 조건은 남는다.,전쟁을 계속하던 러시아가 바그너 정리와 한국투자를 조건으로 출구를 검토하고 수용 의사를 보이는 상태로 바뀌지만 구체 조건은 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
724,724,ending_hook,L125112~L125254,강경파가 막기 전에 흑해 프리고진에게 현장합의를 받아야 한다.,푸틴의 고개 끄덕임을 실제 휴전합의와 바그너 반란 종식으로 바꿀 수 있는가?,푸틴의 고개 끄덕임을 실제 휴전합의와 바그너 반란 종식으로 바꿀 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
724,724,closed_loops,L125112~L125254,푸틴 조건부 승낙.,푸틴의 휴전안 수용 의사 확인,푸틴의 휴전안 수용 의사 확인,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
724,724,opened_loops,L125112~L125254,프리고진 퇴장·최종 휴전.,푸틴의 구체 조건; 바그너 반란 종식,푸틴의 구체 조건; 바그너 반란 종식,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
725,725,ending_hook,L125255~L125407,프리고진이 아프리카 퇴장로를 받아 반란을 종료할지가 남는다.,흑해로 먼저 움직인 두 사람이 프리고진에게 어떤 출구를 제시해 반란을 끝낼 것인가?,흑해로 먼저 움직인 두 사람이 프리고진에게 어떤 출구를 제시해 반란을 끝낼 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
725,725,opened_loops,L125255~L125407,프리고진 퇴장계약·반란종결.,프리고진 현장협상; 바그너 반란 종식,프리고진 현장협상; 바그너 반란 종식,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
726,726,ending_hook,L125408~L125577,러시아 불을 끈 김민재가 백악관에서 중동 기습과 우크라이나 휴전을 함께 거래해야 한다.,러시아 불을 끈 김민재가 백악관을 어떤 자료와 조건으로 설득할 것인가?,러시아 불을 끈 김민재가 백악관을 어떤 자료와 조건으로 설득할 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
726,726,opened_loops,L125408~L125577,미국 승인·하마스 사전방어·우크라이나 설득.,미국 승인; 우크라이나 설득; 러시아·우크라이나 휴전 집행,미국 승인; 우크라이나 설득; 러시아·우크라이나 휴전 집행,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
727,727,ending_hook,L125578~L125735,성공확률 절반인 도박을 유럽·러시아·일본 이해관계까지 엮어 이길 설계가 필요하다.,수조 달러 위험을 건 약속을 실제 우크라이나 휴전과 태우그룹의 성장으로 바꿀 수 있는가?,수조 달러 위험을 건 약속을 실제 우크라이나 휴전과 태우그룹의 성장으로 바꿀 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
727,727,opened_loops,L125578~L125735,유럽 설득·러시아 이미지·일본 금융전·우크라이나 휴전.,바이든의 우크라이나 설득; 휴전 성사; 실패 시 태우 생산거점 이전,바이든의 우크라이나 설득; 휴전 성사; 실패 시 태우 생산거점 이전,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
729,729,state_change,L125884~L126045,휴전의 추상적 보상은 우크라이나 통신망·원전·자동차 산업을 선점할 사업목록으로 바뀐다.,"휴전의 추상적 보상이 우크라이나에도 태우에도 이득이 될 재건사업 한 건을 고르는 단계로 바뀌지만, 사업명과 제안은 아직 나오지 않는다.","휴전의 추상적 보상이 우크라이나에도 태우에도 이득이 될 재건사업 한 건을 고르는 단계로 바뀌지만, 사업명과 제안은 아직 나오지 않는다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
729,729,ending_hook,L125884~L126045,통신망·원전·자동차 가운데 우크라이나가 휴전을 받아들일 만큼 크고 오래가는 재건카드는 무엇인가?,우크라이나에도 태우에도 이득인 ‘딱 하나’의 사업카드는 무엇이며 대통령을 움직일 수 있는가?,우크라이나에도 태우에도 이득인 ‘딱 하나’의 사업카드는 무엇이며 대통령을 움직일 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
729,729,opened_loops,L125884~L126045,우크라이나 재건카드 선택·제시; 젤렌스키 담판; 일본 조기상환 대응,우크라이나 재건카드; 대통령 방한·휴전 담판; 일본 조기상환 대응,우크라이나 재건카드; 대통령 방한·휴전 담판; 일본 조기상환 대응,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
733,733,action,L126557~L126729,한 부회장·조지가 기시다에게 재차입·금리·미 국채·사과 조건을 받아낸다,한 부회장·조지가 기시다에게 중앙은행 보증·우대금리·세제·핀테크 개방·자본규제 완화와 총리 사퇴·중의원 해산 약속을 받아낸다.,한 부회장·조지가 기시다에게 중앙은행 보증·우대금리·세제·핀테크 개방·자본규제 완화와 총리 사퇴·중의원 해산 약속을 받아낸다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
733,733,paid_reward,L126557~L126729,일본 정부가 재차입·금리·미국채·사과를 포함한 금융타워의 요구를 공식 검토하게 된다.,기시다가 중앙은행 보증·우대금리·세제·핀테크 개방·자본규제 완화와 총리 사퇴·중의원 해산을 약속한다. 재차입·미국채 매입과 시장 정상화는 주말 집행 전이다.,기시다가 중앙은행 보증·우대금리·세제·핀테크 개방·자본규제 완화와 총리 사퇴·중의원 해산을 약속한다. 재차입·미국채 매입과 시장 정상화는 주말 집행 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
733,733,state_change,L126557~L126729,채무상환 협상은 일본의 통화정책과 미국채 운용까지 태우가 간섭하는 국가급 거래로 커진다.,"채무상환 협상은 일본 통화·핀테크 정책과 총리직·의회해산까지 금융타워가 조건으로 거는 국가급 거래가 되지만, 실행은 아직 남는다.","채무상환 협상은 일본 통화·핀테크 정책과 총리직·의회해산까지 금융타워가 조건으로 거는 국가급 거래가 되지만, 실행은 아직 남는다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
733,733,ending_hook,L126557~L126729,총리관저 밖에서 김민재가 야권의 돈줄과 불법자금 증거를 어떻게 묶을지가 남는다.,같은 시각 김민재는 기시다가 모르는 누구를 만나 무슨 다음 수를 두고 있는가?,같은 시각 김민재는 기시다가 모르는 누구를 만나 무슨 다음 수를 두고 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
733,733,closed_loops,L126557~L126729,기시다 상대 공식조건 제시.,기시다의 금융보상·사퇴·중의원 해산 약속 확보,기시다의 금융보상·사퇴·중의원 해산 약속 확보,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
733,733,opened_loops,L126557~L126729,곤조 접촉·자민당 불법자금·야권 재편.,김민재의 비공개 접촉; 일본 정부 약속 집행; 금융시장 정상화,김민재의 비공개 접촉; 일본 정부 약속 집행; 금융시장 정상화,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
736,736,ending_hook,L127050~L127212,러우 양측의 실제 휴전서명과 일본 중앙은행 손실폭로가 계획대로 이어질지가 남는다.,러우의 비공식 합의가 실제 서명으로 닫히고 일본 총선·중동 방어까지 세 전선이 예정대로 결산될 것인가?,러우의 비공식 합의가 실제 서명으로 닫히고 일본 총선·중동 방어까지 세 전선이 예정대로 결산될 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
