sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
730,730,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,7,8,0.20,0.16,0.38,0.18,0.08,젤렌스키에게 부패세력 제거와 통신·건설 재건을 제안하고 연임용 전쟁을 경고한 뒤 자금흐름 자료를 작은 선물로 준다,L126046~L126215
731,731,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,9,9,8,0.18,0.37,0.08,0.10,0.27,"우크라이나·벨라루스 협상일정과 이스라엘 PMC·드론·대피소가 먼저 지급된다. 이어 엔화 1천2백억 달러를 반나절 상환해 니케이 15퍼센트·나스닥과 KOSPI 6퍼센트 하락을 만들지만 두 배 수익은 전망이며, 끝은 자민당 비자금 자료축적의 긴 숨으로 바뀐다.",L126216~L126382
732,732,DCA-N70,N70·일본 엔화 상환·3대은행 지분과 야당 집권통로,9,7,8,0.23,0.25,0.28,0.10,0.14,"전액상환 충격을 받은 일본 금융청의 30조 엔 대응, 미국 환율관찰국 지정, 일본 측 협상요청과 투트랙 결정을 다룬다. 전액상환 자체는 진입 배경이다.",L126383~L126556
733,733,DCA-N70,N70·일본 엔화 상환·3대은행 지분과 야당 집권통로,8,8,7,0.15,0.17,0.37,0.15,0.16,"한 부회장과 조지가 기시다에게 중앙은행 보증·우대금리·세제·핀테크 개방·자본규제 완화와 총리 사퇴·중의원 해산 약속을 받아낸다. 재차입·미국채 거래와 시장 정상화는 주말 집행 전이고, 마지막 문장은 기시다가 모르는 김민재의 비공개 접촉을 숨긴다.",L126557~L126729
736,736,DCA-N71,N71·러우 휴전·일본 야당과 하마스 민간인 방어,9,8,9,0.22,0.19,0.27,0.23,0.09,"기시다 퇴진·중의원 해산 뒤 일본 총선, 하마스 기습예정일, 러우 휴전서명 예정시각이 같은 날 겹친다. 세 현장 모두 실행 직전이며 실제 서명·선거결과·공격차단은 아직 지급되지 않아 동시 카운트다운에 머문다.",L127050~L127212
737,737,DCA-N71,N71·러우 휴전·일본 야당과 하마스 민간인 방어,9,9,7,0.16,0.28,0.24,0.17,0.15,러우 휴전 체결과 태우 브랜드 상승을 확인한 뒤 일본 은행의 30조 엔 손실과 뱅크런을 공개해 정치교체를 압박한다,L127213~L127367
738,738,DCA-N71,N71·러우 휴전·일본 야당과 하마스 민간인 방어,8,9,7,0.18,0.24,0.29,0.13,0.16,"콜로노이 수사 착수와 일본 총선 출구조사가 교차하고, 곤조·나오토 야당연합이 이전보다 50석을 늘려 과반으로 표시된다. 최종 개표·새 내각은 아직 전이므로 수사와 출구조사라는 관찰 가능한 결과에 보상을 한정한다.",L127368~L127539
739,739,DCA-N71,N71·러우 휴전·일본 야당과 하마스 민간인 방어,9,9,8,0.16,0.34,0.20,0.22,0.08,"일본 총선 자민당 200석·입헌민주당 162석과 태우건설의 우크라이나 재건진입이 먼저 결산된다. 곧 하마스 기습을 AI 드론·PMC가 막아 이스라엘 남서부 민간인 사망 0명을 만들며, 정치·산업 지급이 전투행동과 관계보호의 큰 봉우리로 급전환한다.",L127540~L127739
741,741,DCA-N72,N72·하마스 방어 보상을 러시아·미국·일본 질서로 고정,7,8,7,0.20,0.14,0.37,0.10,0.19,로만·푸틴과 공장 무상회수·가스관·횡단철도·장남 지원을 합의해 함경북도와 양강도까지 북방경제 기반에 넣는다,L127899~L128080
742,742,DCA-N72,N72·하마스 방어 보상을 러시아·미국·일본 질서로 고정,7,7,7,0.23,0.14,0.39,0.13,0.11,텍사스 농장에서 머스크와 트럼프를 만나 무제한 후원과 민주당 후보교체 전략을 제시해 미국대선 양쪽 선을 설계한다,L128081~L128250
743,743,DCA-N72,N72·하마스 방어 보상을 러시아·미국·일본 질서로 고정,5,8,7,0.16,0.12,0.31,0.08,0.33,곤조 총리 성립 뒤 보험료를 낮춰 주는 대신 일본 금융사를 태우 플랫폼에 가입시켜 고객과 정치권을 장기 구조로 묶는다,L128251~L128420
744,744,DCA-N72,N72·하마스 방어 보상을 러시아·미국·일본 질서로 고정,5,8,7,0.25,0.10,0.31,0.18,0.16,"고체배터리 2세대의 성능돌파·생산단서가 기술보상으로 나오고 천민정의 일본 AI 금융플랫폼 준비가 이어진다. 뒤에서는 소외감을 느낀 천민정과 오래된 호텔 구상을 다시 꺼내 관계대화가 길어지므로, 플랫폼 실행보다 기술과 두 사람의 공동미래에 머문다.",L128421~L128566
745,745,DCA-N73,N73·김태중 대북특사·횡단철도와 고체배터리 우주확장,6,7,8,0.15,0.11,0.45,0.24,0.05,"이영한의 일본·지린 사채망과 북한 장남 세력을 확인한 뒤 김태중이 대북특사를 자청한다. 손자가 막으려다 안전보장과 선물을 맡기로 물러서는 대화가 길어, 지켜야 했던 할아버지가 손자의 마지막 국가사업을 맡는 상호신뢰가 중심이다.",L128567~L128730
746,746,DCA-N73,N73·김태중 대북특사·횡단철도와 고체배터리 우주확장,6,7,8,0.20,0.18,0.36,0.14,0.12,"김태중이 평양 특사 일정을 마치고 돌아와 다음 달 남북 정상회담과 중국·러시아·미국이 참여할 5개국 회담 약속을 확보한 사실이 발표된다. 회담 개최·철도합의는 아직 전이며, 중간의 고체배터리 휴대폰·가전 확장도 개발계획으로 읽는다.",L128731~L128901
747,747,DCA-N73,N73·김태중 대북특사·횡단철도와 고체배터리 우주확장,5,9,8,0.27,0.10,0.31,0.10,0.22,최재석과 북한횡단철도 40조 비용을 정리한 직후 머스크가 스페이스X 로켓용 고체배터리를 요구해 새 수요를 연다,L128902~L129069
748,748,DCA-N73,N73·김태중 대북특사·횡단철도와 고체배터리 우주확장,5,9,7,0.19,0.15,0.25,0.08,0.33,"머스크가 우주배터리 공장·시험·휴머노이드 공동개발·탈부착 표준을 수락한다. 다음 날 일본 AI 플랫폼이 출시돼 가입자와 상품이용이 급증하고 금융타워 계열사들이 횡단철도 투자에 동의해, 관계합의가 실제 디지털 수요와 공동자금으로 연속 지급된다.",L129070~L129224
749,749,DCA-N74,N74·횡단철도·노벨상과 초음파 조손 가족완성,6,10,8,0.15,0.18,0.31,0.28,0.08,"북한 횡단철도 첫 삽과 AI 코로나·희귀질병 치료제 공로의 노벨 화학상 소식 뒤, 회의실에 웅크린 천민정을 직접 만나는 관계장면이 길게 이어진다. 김민재가 수상 자격과 과거 보호를 보증하고 양복으로 머리를 가린 채 안아 회사 밖으로 빠져나간 행동까지 이 화가 소유한다.",L129225~L129398
750,750,DCA-N74,N74·횡단철도·노벨상과 초음파 조손 가족완성,5,10,8,0.16,0.11,0.31,0.27,0.15,"749화부터 저택에서 보호 중인 천민정의 휴식·음성 인터뷰를 마련한 뒤 김민재·최재석 공동 평화상 소식이 터진다. 태우 주가와 계열사 매출 상승, 세계 최고급 브랜드, 국민경제당 후계우위까지 즉시 지급돼 관계보호의 지속상태와 기업·정치 보상의 새 발생을 분리한다.",L129399~L129568
751,751,DCA-N74,N74·횡단철도·노벨상과 초음파 조손 가족완성,3,10,4,0.12,0.08,0.36,0.32,0.12,"부산 엑스포 131대34 승리 뒤 세 선물이 결말을 층층이 연다. 평화상 상자 다음에는 50%+ 실소유 기업들과 절반 이상의 세계 10위권, 공개목록도 자산 절반 미만인 숨은 제국이 나오고, 마지막 초음파 사진 앞에서 할아버지가 영국행을 취소해 손자와 손자며느리의 손을 잡는다.",L129569~L129777
